Student_ID,Quiz_ID,Subject,Chapter,Questions_Attempted,Correct,Incorrect,Accuracy,Average_Time_Per_Question
STU1131,QUIZ6784,Physics,Laws of Motion,16,12,4,75.0,56.51
STU1131,QUIZ6785,Chemistry,Organic Chemistry,30,7,23,23.33,26.94
STU1131,QUIZ6786,Physics,Electricity,30,15,15,50.0,32.97
STU1132,QUIZ6787,Mathematics,Calculus,16,9,7,56.25,35.24
STU1132,QUIZ6788,Physics,Electricity,28,15,13,53.57,82.15
STU1132,QUIZ6789,Chemistry,Organic Chemistry,17,12,5,70.59,30.71
STU1132,QUIZ6790,Biology,Human Body,22,13,9,59.09,48.81
STU1132,QUIZ6791,Chemistry,Acids and Bases,28,11,17,39.29,33.16
STU1132,QUIZ6792,Mathematics,Calculus,24,10,14,41.67,36.79
STU1133,QUIZ6793,Physics,Work and Energy,29,20,9,68.97,21.76
STU1133,QUIZ6794,Biology,Cell,29,13,16,44.83,46.85
STU1133,QUIZ6795,Physics,Electricity,24,9,15,37.5,78.44
STU1133,QUIZ6796,Biology,Genetics,15,7,8,46.67,85.44
STU1133,QUIZ6797,Physics,Electricity,17,6,11,35.29,22.55
STU1133,QUIZ6798,Chemistry,Acids and Bases,22,8,14,36.36,66.14
STU1134,QUIZ6799,Mathematics,Calculus,26,7,19,26.92,27.53
STU1134,QUIZ6800,Mathematics,Probability,19,11,8,57.89,55.29
STU1134,QUIZ6801,Mathematics,Probability,25,13,12,52.0,85.14
STU1134,QUIZ6802,Mathematics,Probability,18,15,3,83.33,69.36
STU1134,QUIZ6803,Chemistry,Chemical Bonding,20,10,10,50.0,70.75
STU1134,QUIZ6804,Physics,Work and Energy,24,24,0,100.0,77.86
STU1135,QUIZ6805,Mathematics,Trigonometry,27,22,5,81.48,33.75
STU1135,QUIZ6806,Biology,Human Body,26,26,0,100.0,30.99
STU1135,QUIZ6807,Physics,Motion,16,6,10,37.5,43.14
STU1135,QUIZ6808,Physics,Laws of Motion,18,5,13,27.78,58.72
STU1135,QUIZ6809,Mathematics,Algebra,20,16,4,80.0,87.74
STU1135,QUIZ6810,Physics,Laws of Motion,22,10,12,45.45,64.96
STU1136,QUIZ6811,Mathematics,Calculus,19,13,6,68.42,40.87
STU1136,QUIZ6812,Biology,Cell,15,5,10,33.33,87.46
STU1136,QUIZ6813,Chemistry,Atoms,15,13,2,86.67,45.57
STU1136,QUIZ6814,Physics,Electricity,16,14,2,87.5,21.79
STU1136,QUIZ6815,Biology,Cell,22,6,16,27.27,22.31
STU1136,QUIZ6816,Chemistry,Atoms,25,8,17,32.0,61.45
STU1137,QUIZ6817,Physics,Work and Energy,16,16,0,100.0,41.71
STU1137,QUIZ6818,Chemistry,Chemical Bonding,20,5,15,25.0,41.03
STU1137,QUIZ6819,Biology,Cell,19,8,11,42.11,71.97
STU1137,QUIZ6820,Chemistry,Acids and Bases,22,8,14,36.36,73.06
STU1137,QUIZ6821,Biology,Genetics,27,19,8,70.37,37.29
STU1137,QUIZ6822,Chemistry,Organic Chemistry,29,22,7,75.86,32.81
STU1138,QUIZ6823,Biology,Human Body,22,13,9,59.09,85.12
STU1138,QUIZ6824,Chemistry,Acids and Bases,23,5,18,21.74,44.26
STU1138,QUIZ6825,Mathematics,Algebra,24,20,4,83.33,39.81
STU1138,QUIZ6826,Biology,Cell,25,15,10,60.0,51.45
STU1138,QUIZ6827,Physics,Laws of Motion,27,22,5,81.48,22.77
STU1138,QUIZ6828,Mathematics,Trigonometry,23,9,14,39.13,32.32
STU1139,QUIZ6829,Chemistry,Organic Chemistry,15,11,4,73.33,21.82
STU1139,QUIZ6830,Mathematics,Trigonometry,21,11,10,52.38,38.24
STU1139,QUIZ6831,Chemistry,Atoms,16,9,7,56.25,78.53
STU1139,QUIZ6832,Chemistry,Acids and Bases,20,9,11,45.0,72.22
STU1139,QUIZ6833,Physics,Motion,20,19,1,95.0,32.52
STU1139,QUIZ6834,Physics,Laws of Motion,25,8,17,32.0,47.92
STU1140,QUIZ6835,Biology,Genetics,19,17,2,89.47,88.96
STU1140,QUIZ6836,Chemistry,Chemical Bonding,28,28,0,100.0,76.29
STU1140,QUIZ6837,Physics,Electricity,21,8,13,38.1,48.21
STU1140,QUIZ6838,Biology,Plant Physiology,25,20,5,80.0,76.23
STU1140,QUIZ6839,Biology,Plant Physiology,20,20,0,100.0,65.92
STU1140,QUIZ6840,Mathematics,Probability,22,5,17,22.73,84.59
STU1141,QUIZ6841,Physics,Laws of Motion,15,14,1,93.33,33.63
STU1141,QUIZ6842,Mathematics,Calculus,20,7,13,35.0,66.27
STU1141,QUIZ6843,Mathematics,Probability,26,18,8,69.23,89.18
STU1141,QUIZ6844,Biology,Human Body,24,13,11,54.17,71.51
STU1141,QUIZ6845,Biology,Human Body,18,10,8,55.56,44.74
STU1141,QUIZ6846,Chemistry,Organic Chemistry,19,12,7,63.16,87.17
STU1142,QUIZ6847,Mathematics,Trigonometry,30,19,11,63.33,89.35
STU1142,QUIZ6848,Biology,Genetics,15,10,5,66.67,38.2
STU1142,QUIZ6849,Chemistry,Acids and Bases,30,14,16,46.67,64.81
STU1142,QUIZ6850,Mathematics,Trigonometry,15,12,3,80.0,81.89
STU1142,QUIZ6851,Mathematics,Calculus,16,6,10,37.5,79.84
STU1142,QUIZ6852,Chemistry,Organic Chemistry,27,7,20,25.93,52.67
STU1143,QUIZ6853,Biology,Genetics,16,9,7,56.25,74.01
STU1143,QUIZ6854,Chemistry,Chemical Bonding,22,22,0,100.0,83.29
STU1143,QUIZ6855,Biology,Cell,16,15,1,93.75,67.03
STU1143,QUIZ6856,Mathematics,Probability,18,14,4,77.78,36.62
STU1143,QUIZ6857,Physics,Laws of Motion,17,16,1,94.12,26.59
STU1143,QUIZ6858,Biology,Human Body,23,12,11,52.17,70.6
STU1144,QUIZ6859,Mathematics,Calculus,18,16,2,88.89,33.14
STU1144,QUIZ6860,Mathematics,Trigonometry,18,7,11,38.89,52.71
STU1144,QUIZ6861,Biology,Cell,29,17,12,58.62,34.2
STU1144,QUIZ6862,Physics,Electricity,28,21,7,75.0,30.99
STU1144,QUIZ6863,Mathematics,Probability,25,16,9,64.0,26.59
STU1144,QUIZ6864,Physics,Work and Energy,22,18,4,81.82,54.2
STU1145,QUIZ6865,Physics,Electricity,20,10,10,50.0,64.21
STU1145,QUIZ6866,Mathematics,Calculus,24,10,14,41.67,24.34
STU1145,QUIZ6867,Biology,Cell,16,8,8,50.0,59.09
STU1145,QUIZ6868,Biology,Plant Physiology,30,16,14,53.33,25.75
STU1145,QUIZ6869,Mathematics,Algebra,22,17,5,77.27,84.63
STU1145,QUIZ6870,Physics,Work and Energy,27,6,21,22.22,41.06
STU1146,QUIZ6871,Mathematics,Trigonometry,27,22,5,81.48,60.7
STU1146,QUIZ6872,Biology,Genetics,17,11,6,64.71,86.52
STU1146,QUIZ6873,Biology,Cell,16,14,2,87.5,42.8
STU1146,QUIZ6874,Chemistry,Atoms,21,21,0,100.0,56.94
STU1146,QUIZ6875,Mathematics,Probability,17,17,0,100.0,31.89
STU1146,QUIZ6876,Physics,Motion,30,13,17,43.33,81.32
STU1147,QUIZ6877,Chemistry,Chemical Bonding,23,22,1,95.65,65.77
STU1147,QUIZ6878,Biology,Genetics,16,10,6,62.5,49.51
STU1147,QUIZ6879,Mathematics,Algebra,18,18,0,100.0,55.87
STU1147,QUIZ6880,Mathematics,Trigonometry,30,30,0,100.0,30.19
STU1147,QUIZ6881,Mathematics,Probability,16,16,0,100.0,61.31
STU1147,QUIZ6882,Biology,Cell,18,8,10,44.44,48.5
STU1148,QUIZ6883,Mathematics,Probability,24,7,17,29.17,44.26
STU1148,QUIZ6884,Mathematics,Algebra,27,21,6,77.78,41.35
STU1148,QUIZ6885,Chemistry,Chemical Bonding,22,19,3,86.36,56.61
STU1148,QUIZ6886,Mathematics,Trigonometry,28,20,8,71.43,24.03
STU1148,QUIZ6887,Biology,Cell,20,6,14,30.0,25.29
STU1148,QUIZ6888,Physics,Electricity,18,16,2,88.89,71.88
STU1149,QUIZ6889,Physics,Laws of Motion,23,22,1,95.65,46.08
STU1149,QUIZ6890,Biology,Genetics,27,11,16,40.74,57.14
STU1149,QUIZ6891,Mathematics,Calculus,24,16,8,66.67,54.43
STU1149,QUIZ6892,Physics,Laws of Motion,28,5,23,17.86,72.2
STU1149,QUIZ6893,Chemistry,Acids and Bases,16,12,4,75.0,45.9
STU1149,QUIZ6894,Chemistry,Acids and Bases,16,13,3,81.25,42.35
STU1150,QUIZ6895,Mathematics,Calculus,19,12,7,63.16,62.42
STU1150,QUIZ6896,Mathematics,Trigonometry,30,30,0,100.0,65.37
STU1150,QUIZ6897,Biology,Plant Physiology,21,9,12,42.86,82.28
STU1150,QUIZ6898,Physics,Electricity,18,7,11,38.89,45.77
STU1150,QUIZ6899,Biology,Genetics,22,8,14,36.36,76.71
STU1150,QUIZ6900,Physics,Motion,25,9,16,36.0,86.99
STU1151,QUIZ6901,Mathematics,Trigonometry,30,17,13,56.67,72.07
STU1151,QUIZ6902,Physics,Electricity,27,9,18,33.33,35.62
STU1151,QUIZ6903,Chemistry,Chemical Bonding,19,8,11,42.11,22.6
STU1151,QUIZ6904,Physics,Work and Energy,30,14,16,46.67,30.32
STU1151,QUIZ6905,Mathematics,Algebra,20,20,0,100.0,30.5
STU1151,QUIZ6906,Chemistry,Atoms,23,9,14,39.13,30.53
STU1152,QUIZ6907,Physics,Motion,18,6,12,33.33,84.72
STU1152,QUIZ6908,Chemistry,Acids and Bases,23,10,13,43.48,55.67
STU1152,QUIZ6909,Chemistry,Acids and Bases,20,11,9,55.0,66.87
STU1152,QUIZ6910,Mathematics,Probability,20,16,4,80.0,48.89
STU1152,QUIZ6911,Mathematics,Trigonometry,24,5,19,20.83,47.53
STU1152,QUIZ6912,Biology,Human Body,30,23,7,76.67,66.93
STU1153,QUIZ6913,Chemistry,Chemical Bonding,29,9,20,31.03,29.74
STU1153,QUIZ6914,Chemistry,Chemical Bonding,28,11,17,39.29,63.25
STU1153,QUIZ6915,Physics,Motion,27,16,11,59.26,76.48
STU1153,QUIZ6916,Mathematics,Algebra,19,10,9,52.63,40.48
STU1153,QUIZ6917,Chemistry,Acids and Bases,22,9,13,40.91,58.47
STU1153,QUIZ6918,Biology,Genetics,17,10,7,58.82,63.76
STU1154,QUIZ6919,Physics,Work and Energy,21,18,3,85.71,35.61
STU1154,QUIZ6920,Physics,Motion,23,13,10,56.52,27.79
STU1154,QUIZ6921,Chemistry,Organic Chemistry,21,18,3,85.71,29.29
STU1154,QUIZ6922,Mathematics,Probability,27,26,1,96.3,70.76
STU1154,QUIZ6923,Mathematics,Calculus,26,9,17,34.62,64.39
STU1154,QUIZ6924,Chemistry,Acids and Bases,29,10,19,34.48,29.89
STU1155,QUIZ6925,Chemistry,Atoms,18,18,0,100.0,43.53
STU1155,QUIZ6926,Biology,Genetics,18,7,11,38.89,64.82
STU1155,QUIZ6927,Physics,Work and Energy,28,20,8,71.43,88.3
STU1155,QUIZ6928,Biology,Genetics,25,20,5,80.0,47.15
STU1155,QUIZ6929,Chemistry,Atoms,30,20,10,66.67,55.07
STU1155,QUIZ6930,Mathematics,Calculus,28,21,7,75.0,65.24
STU1156,QUIZ6931,Mathematics,Calculus,27,14,13,51.85,82.41
STU1156,QUIZ6932,Chemistry,Chemical Bonding,29,7,22,24.14,47.84
STU1156,QUIZ6933,Biology,Cell,27,17,10,62.96,59.4
STU1156,QUIZ6934,Physics,Work and Energy,19,6,13,31.58,75.55
STU1156,QUIZ6935,Chemistry,Organic Chemistry,29,26,3,89.66,85.35
STU1156,QUIZ6936,Biology,Cell,28,17,11,60.71,55.12
STU1157,QUIZ6937,Biology,Genetics,27,26,1,96.3,70.69
STU1157,QUIZ6938,Chemistry,Atoms,29,8,21,27.59,34.26
STU1157,QUIZ6939,Biology,Cell,24,12,12,50.0,67.7
STU1157,QUIZ6940,Biology,Human Body,16,15,1,93.75,78.46
STU1157,QUIZ6941,Physics,Electricity,27,20,7,74.07,77.83
STU1157,QUIZ6942,Chemistry,Organic Chemistry,23,20,3,86.96,32.18
STU1158,QUIZ6943,Physics,Motion,24,14,10,58.33,58.82
STU1158,QUIZ6944,Biology,Genetics,23,7,16,30.43,60.64
STU1158,QUIZ6945,Chemistry,Organic Chemistry,30,8,22,26.67,69.82
STU1158,QUIZ6946,Physics,Laws of Motion,18,6,12,33.33,60.8
STU1158,QUIZ6947,Mathematics,Calculus,18,14,4,77.78,47.58
STU1158,QUIZ6948,Mathematics,Probability,19,17,2,89.47,80.48
STU1159,QUIZ6949,Mathematics,Calculus,23,22,1,95.65,84.09
STU1159,QUIZ6950,Biology,Genetics,17,17,0,100.0,71.08
STU1159,QUIZ6951,Chemistry,Acids and Bases,21,12,9,57.14,35.49
STU1159,QUIZ6952,Physics,Work and Energy,23,23,0,100.0,39.4
STU1159,QUIZ6953,Chemistry,Organic Chemistry,19,14,5,73.68,25.89
STU1159,QUIZ6954,Chemistry,Organic Chemistry,30,9,21,30.0,86.47
STU1160,QUIZ6955,Mathematics,Trigonometry,25,11,14,44.0,53.68
STU1160,QUIZ6956,Chemistry,Atoms,16,6,10,37.5,61.4
STU1160,QUIZ6957,Physics,Laws of Motion,23,15,8,65.22,39.13
STU1160,QUIZ6958,Biology,Plant Physiology,19,7,12,36.84,46.84
STU1160,QUIZ6959,Physics,Laws of Motion,16,14,2,87.5,70.97
STU1160,QUIZ6960,Physics,Laws of Motion,18,7,11,38.89,63.91
STU1161,QUIZ6961,Mathematics,Probability,22,19,3,86.36,24.03
STU1161,QUIZ6962,Biology,Cell,29,13,16,44.83,79.56
STU1161,QUIZ6963,Biology,Cell,24,12,12,50.0,67.37
STU1161,QUIZ6964,Chemistry,Acids and Bases,26,6,20,23.08,76.35
STU1161,QUIZ6965,Chemistry,Chemical Bonding,17,6,11,35.29,79.82
STU1161,QUIZ6966,Biology,Plant Physiology,27,12,15,44.44,42.48
STU1162,QUIZ6967,Mathematics,Calculus,22,10,12,45.45,38.53
STU1162,QUIZ6968,Biology,Cell,22,7,15,31.82,78.53
STU1162,QUIZ6969,Mathematics,Calculus,24,16,8,66.67,50.3
STU1162,QUIZ6970,Mathematics,Calculus,16,13,3,81.25,79.93
STU1162,QUIZ6971,Chemistry,Acids and Bases,26,12,14,46.15,39.59
STU1162,QUIZ6972,Chemistry,Acids and Bases,26,9,17,34.62,41.48
STU1163,QUIZ6973,Mathematics,Algebra,24,16,8,66.67,84.47
STU1163,QUIZ6974,Physics,Electricity,18,18,0,100.0,32.11
STU1163,QUIZ6975,Mathematics,Calculus,26,21,5,80.77,67.11
STU1163,QUIZ6976,Biology,Cell,19,7,12,36.84,21.44
STU1163,QUIZ6977,Physics,Laws of Motion,16,6,10,37.5,63.98
STU1163,QUIZ6978,Physics,Work and Energy,24,19,5,79.17,72.99
STU1164,QUIZ6979,Physics,Motion,28,8,20,28.57,41.53
STU1164,QUIZ6980,Biology,Genetics,30,24,6,80.0,46.12
STU1164,QUIZ6981,Chemistry,Organic Chemistry,17,5,12,29.41,28.21
STU1164,QUIZ6982,Mathematics,Probability,19,10,9,52.63,60.53
STU1164,QUIZ6983,Physics,Motion,26,19,7,73.08,48.34
STU1164,QUIZ6984,Mathematics,Algebra,27,23,4,85.19,74.48
STU1165,QUIZ6985,Biology,Cell,26,11,15,42.31,36.09
STU1165,QUIZ6986,Biology,Human Body,20,8,12,40.0,87.42
STU1165,QUIZ6987,Mathematics,Trigonometry,23,15,8,65.22,56.57
STU1165,QUIZ6988,Mathematics,Probability,22,21,1,95.45,79.9
STU1165,QUIZ6989,Physics,Motion,20,12,8,60.0,32.45
STU1165,QUIZ6990,Mathematics,Trigonometry,29,23,6,79.31,45.36
STU1166,QUIZ6991,Mathematics,Calculus,26,21,5,80.77,81.78
STU1166,QUIZ6992,Physics,Laws of Motion,15,11,4,73.33,36.48
STU1166,QUIZ6993,Biology,Genetics,23,8,15,34.78,88.96
STU1166,QUIZ6994,Biology,Plant Physiology,30,24,6,80.0,69.2
STU1166,QUIZ6995,Mathematics,Trigonometry,28,9,19,32.14,79.85
STU1166,QUIZ6996,Physics,Motion,25,8,17,32.0,37.89
STU1167,QUIZ6997,Chemistry,Acids and Bases,23,5,18,21.74,34.42
STU1167,QUIZ6998,Chemistry,Acids and Bases,17,7,10,41.18,76.36
STU1167,QUIZ6999,Mathematics,Algebra,20,10,10,50.0,34.32
STU1167,QUIZ7000,Chemistry,Atoms,15,9,6,60.0,89.81
STU1167,QUIZ7001,Physics,Laws of Motion,18,18,0,100.0,60.54
STU1167,QUIZ7002,Biology,Cell,25,15,10,60.0,63.55
STU1168,QUIZ7003,Biology,Human Body,24,9,15,37.5,55.54
STU1168,QUIZ7004,Mathematics,Trigonometry,26,5,21,19.23,23.25
STU1168,QUIZ7005,Chemistry,Atoms,23,19,4,82.61,64.96
STU1168,QUIZ7006,Mathematics,Algebra,27,13,14,48.15,81.69
STU1168,QUIZ7007,Mathematics,Calculus,28,17,11,60.71,49.19
STU1168,QUIZ7008,Physics,Work and Energy,28,27,1,96.43,46.01
STU1169,QUIZ7009,Mathematics,Trigonometry,20,5,15,25.0,46.31
STU1169,QUIZ7010,Mathematics,Algebra,23,14,9,60.87,86.1
STU1169,QUIZ7011,Mathematics,Algebra,27,11,16,40.74,89.68
STU1169,QUIZ7012,Chemistry,Acids and Bases,16,14,2,87.5,70.4
STU1169,QUIZ7013,Physics,Electricity,15,14,1,93.33,76.74
STU1169,QUIZ7014,Physics,Motion,21,11,10,52.38,80.1
STU1170,QUIZ7015,Physics,Work and Energy,30,26,4,86.67,87.16
STU1170,QUIZ7016,Biology,Plant Physiology,25,9,16,36.0,54.8
STU1170,QUIZ7017,Mathematics,Calculus,21,17,4,80.95,22.6
STU1170,QUIZ7018,Chemistry,Acids and Bases,24,11,13,45.83,52.58
STU1170,QUIZ7019,Physics,Motion,24,9,15,37.5,36.37
STU1170,QUIZ7020,Physics,Motion,15,8,7,53.33,74.65
STU1171,QUIZ7021,Physics,Work and Energy,25,19,6,76.0,30.43
STU1171,QUIZ7022,Mathematics,Calculus,18,6,12,33.33,64.03
STU1171,QUIZ7023,Chemistry,Acids and Bases,18,5,13,27.78,77.76
STU1171,QUIZ7024,Chemistry,Atoms,18,6,12,33.33,88.48
STU1171,QUIZ7025,Physics,Motion,29,17,12,58.62,74.86
STU1171,QUIZ7026,Physics,Electricity,24,22,2,91.67,84.05
STU1172,QUIZ7027,Physics,Laws of Motion,15,7,8,46.67,85.54
STU1172,QUIZ7028,Mathematics,Calculus,15,13,2,86.67,26.81
STU1172,QUIZ7029,Chemistry,Organic Chemistry,29,16,13,55.17,31.68
STU1172,QUIZ7030,Mathematics,Trigonometry,25,9,16,36.0,21.7
STU1172,QUIZ7031,Biology,Human Body,18,10,8,55.56,47.93
STU1172,QUIZ7032,Physics,Laws of Motion,25,15,10,60.0,82.02
STU1173,QUIZ7033,Mathematics,Algebra,20,18,2,90.0,27.96
STU1173,QUIZ7034,Mathematics,Algebra,17,10,7,58.82,42.66
STU1173,QUIZ7035,Physics,Electricity,15,12,3,80.0,66.54
STU1173,QUIZ7036,Biology,Genetics,23,12,11,52.17,37.33
STU1173,QUIZ7037,Chemistry,Atoms,26,21,5,80.77,34.92
STU1173,QUIZ7038,Chemistry,Atoms,19,7,12,36.84,63.67
STU1174,QUIZ7039,Chemistry,Atoms,15,14,1,93.33,20.61
STU1174,QUIZ7040,Biology,Plant Physiology,22,15,7,68.18,72.91
STU1174,QUIZ7041,Biology,Human Body,18,16,2,88.89,84.14
STU1174,QUIZ7042,Mathematics,Algebra,25,13,12,52.0,60.64
STU1174,QUIZ7043,Chemistry,Acids and Bases,25,16,9,64.0,73.4
STU1174,QUIZ7044,Chemistry,Chemical Bonding,23,16,7,69.57,36.23
STU1175,QUIZ7045,Biology,Genetics,15,5,10,33.33,61.1
STU1175,QUIZ7046,Physics,Work and Energy,24,6,18,25.0,83.61
STU1175,QUIZ7047,Chemistry,Organic Chemistry,25,13,12,52.0,73.64
STU1175,QUIZ7048,Biology,Human Body,28,27,1,96.43,59.21
STU1175,QUIZ7049,Chemistry,Chemical Bonding,21,21,0,100.0,74.82
STU1175,QUIZ7050,Mathematics,Algebra,19,11,8,57.89,63.79
STU1176,QUIZ7051,Physics,Electricity,25,17,8,68.0,64.41
STU1176,QUIZ7052,Physics,Laws of Motion,23,16,7,69.57,54.84
STU1176,QUIZ7053,Chemistry,Organic Chemistry,16,7,9,43.75,65.36
STU1176,QUIZ7054,Biology,Human Body,19,11,8,57.89,21.18
STU1176,QUIZ7055,Physics,Electricity,16,13,3,81.25,67.7
STU1176,QUIZ7056,Biology,Human Body,22,19,3,86.36,85.95
STU1177,QUIZ7057,Mathematics,Trigonometry,19,6,13,31.58,85.96
STU1177,QUIZ7058,Chemistry,Atoms,21,10,11,47.62,54.75
STU1177,QUIZ7059,Chemistry,Acids and Bases,29,20,9,68.97,51.05
STU1177,QUIZ7060,Mathematics,Trigonometry,15,10,5,66.67,77.51
STU1177,QUIZ7061,Biology,Plant Physiology,19,19,0,100.0,49.29
STU1177,QUIZ7062,Biology,Plant Physiology,23,13,10,56.52,70.47
STU1178,QUIZ7063,Physics,Electricity,26,13,13,50.0,45.96
STU1178,QUIZ7064,Mathematics,Probability,24,11,13,45.83,41.95
STU1178,QUIZ7065,Mathematics,Trigonometry,15,12,3,80.0,25.3
STU1178,QUIZ7066,Biology,Genetics,20,16,4,80.0,42.88
STU1178,QUIZ7067,Mathematics,Calculus,16,10,6,62.5,61.8
STU1178,QUIZ7068,Physics,Electricity,27,19,8,70.37,61.8
STU1179,QUIZ7069,Chemistry,Organic Chemistry,28,14,14,50.0,56.94
STU1179,QUIZ7070,Physics,Laws of Motion,26,9,17,34.62,23.38
STU1179,QUIZ7071,Physics,Electricity,28,20,8,71.43,57.11
STU1179,QUIZ7072,Chemistry,Chemical Bonding,25,18,7,72.0,62.48
STU1179,QUIZ7073,Physics,Laws of Motion,25,6,19,24.0,22.71
STU1179,QUIZ7074,Chemistry,Acids and Bases,17,6,11,35.29,40.75
STU1180,QUIZ7075,Chemistry,Atoms,24,16,8,66.67,37.66
STU1180,QUIZ7076,Mathematics,Trigonometry,22,9,13,40.91,49.5
STU1180,QUIZ7077,Biology,Human Body,25,9,16,36.0,49.31
STU1180,QUIZ7078,Biology,Genetics,30,17,13,56.67,59.99
STU1180,QUIZ7079,Chemistry,Acids and Bases,30,26,4,86.67,76.73
STU1180,QUIZ7080,Biology,Human Body,28,22,6,78.57,89.15
STU1181,QUIZ7081,Mathematics,Algebra,22,8,14,36.36,64.0
STU1181,QUIZ7082,Biology,Plant Physiology,29,9,20,31.03,36.17
STU1181,QUIZ7083,Chemistry,Acids and Bases,29,20,9,68.97,37.97
STU1181,QUIZ7084,Physics,Work and Energy,21,16,5,76.19,82.96
STU1181,QUIZ7085,Mathematics,Algebra,23,15,8,65.22,45.53
STU1181,QUIZ7086,Chemistry,Chemical Bonding,23,5,18,21.74,73.76
STU1182,QUIZ7087,Mathematics,Probability,23,23,0,100.0,89.65
STU1182,QUIZ7088,Chemistry,Atoms,18,6,12,33.33,59.18
STU1182,QUIZ7089,Physics,Electricity,24,18,6,75.0,82.6
STU1182,QUIZ7090,Biology,Human Body,18,8,10,44.44,82.97
STU1182,QUIZ7091,Biology,Genetics,23,13,10,56.52,45.83
STU1182,QUIZ7092,Mathematics,Calculus,24,7,17,29.17,44.13
STU1183,QUIZ7093,Mathematics,Trigonometry,29,22,7,75.86,30.34
STU1183,QUIZ7094,Physics,Motion,23,21,2,91.3,66.81
STU1183,QUIZ7095,Physics,Laws of Motion,26,8,18,30.77,54.59
STU1183,QUIZ7096,Physics,Work and Energy,15,13,2,86.67,48.74
STU1183,QUIZ7097,Mathematics,Calculus,22,18,4,81.82,89.8
STU1183,QUIZ7098,Chemistry,Atoms,21,7,14,33.33,82.44
STU1184,QUIZ7099,Biology,Human Body,27,12,15,44.44,21.05
STU1184,QUIZ7100,Chemistry,Chemical Bonding,22,12,10,54.55,25.8
STU1184,QUIZ7101,Mathematics,Calculus,23,21,2,91.3,68.16
STU1184,QUIZ7102,Biology,Genetics,28,25,3,89.29,58.84
STU1184,QUIZ7103,Physics,Laws of Motion,15,10,5,66.67,74.12
STU1184,QUIZ7104,Biology,Genetics,17,10,7,58.82,80.88
STU1185,QUIZ7105,Biology,Cell,28,7,21,25.0,34.29
STU1185,QUIZ7106,Chemistry,Atoms,20,6,14,30.0,33.06
STU1185,QUIZ7107,Biology,Cell,24,22,2,91.67,72.7
STU1185,QUIZ7108,Chemistry,Acids and Bases,21,11,10,52.38,26.09
STU1185,QUIZ7109,Chemistry,Chemical Bonding,22,10,12,45.45,73.81
STU1185,QUIZ7110,Mathematics,Probability,16,13,3,81.25,89.05
STU1186,QUIZ7111,Mathematics,Trigonometry,28,18,10,64.29,32.82
STU1186,QUIZ7112,Physics,Laws of Motion,25,14,11,56.0,56.11
STU1186,QUIZ7113,Chemistry,Organic Chemistry,17,17,0,100.0,25.65
STU1186,QUIZ7114,Biology,Plant Physiology,25,5,20,20.0,52.31
STU1186,QUIZ7115,Biology,Human Body,30,19,11,63.33,51.8
STU1186,QUIZ7116,Physics,Laws of Motion,20,10,10,50.0,69.04
STU1187,QUIZ7117,Mathematics,Probability,27,24,3,88.89,25.17
STU1187,QUIZ7118,Physics,Motion,19,18,1,94.74,58.07
STU1187,QUIZ7119,Chemistry,Organic Chemistry,18,17,1,94.44,57.78
STU1187,QUIZ7120,Mathematics,Probability,28,23,5,82.14,28.9
STU1187,QUIZ7121,Mathematics,Algebra,25,16,9,64.0,34.52
STU1187,QUIZ7122,Mathematics,Trigonometry,26,25,1,96.15,70.05
STU1188,QUIZ7123,Physics,Electricity,23,11,12,47.83,23.78
STU1188,QUIZ7124,Chemistry,Acids and Bases,19,6,13,31.58,67.22
STU1188,QUIZ7125,Mathematics,Algebra,18,10,8,55.56,33.59
STU1188,QUIZ7126,Physics,Laws of Motion,24,17,7,70.83,20.94
STU1188,QUIZ7127,Biology,Cell,16,14,2,87.5,32.03
STU1188,QUIZ7128,Mathematics,Trigonometry,29,25,4,86.21,83.83
STU1189,QUIZ7129,Physics,Work and Energy,17,13,4,76.47,62.75
STU1189,QUIZ7130,Mathematics,Trigonometry,23,8,15,34.78,40.86
STU1189,QUIZ7131,Chemistry,Acids and Bases,29,24,5,82.76,29.13
STU1189,QUIZ7132,Mathematics,Algebra,22,18,4,81.82,53.67
STU1189,QUIZ7133,Chemistry,Atoms,27,26,1,96.3,89.37
STU1189,QUIZ7134,Physics,Laws of Motion,29,25,4,86.21,43.25
STU1190,QUIZ7135,Physics,Motion,21,11,10,52.38,63.84
STU1190,QUIZ7136,Chemistry,Acids and Bases,28,10,18,35.71,60.85
STU1190,QUIZ7137,Mathematics,Trigonometry,19,13,6,68.42,67.67
STU1190,QUIZ7138,Physics,Laws of Motion,21,17,4,80.95,21.57
STU1190,QUIZ7139,Physics,Laws of Motion,17,14,3,82.35,64.11
STU1190,QUIZ7140,Chemistry,Atoms,30,6,24,20.0,46.83
STU1191,QUIZ7141,Physics,Laws of Motion,30,28,2,93.33,24.81
STU1191,QUIZ7142,Biology,Cell,17,7,10,41.18,68.3
STU1191,QUIZ7143,Physics,Laws of Motion,24,23,1,95.83,75.67
STU1191,QUIZ7144,Biology,Human Body,24,13,11,54.17,75.31
STU1191,QUIZ7145,Physics,Electricity,21,8,13,38.1,35.7
STU1191,QUIZ7146,Physics,Motion,30,30,0,100.0,22.13
STU1192,QUIZ7147,Biology,Human Body,15,9,6,60.0,50.96
STU1192,QUIZ7148,Chemistry,Atoms,30,26,4,86.67,60.62
