Student_ID,Video_ID,Subject,Chapter,Video_Length,Watch_Time,Percentage_Completed,Number_of_Replays,Completion_Status
STU0938,VID7500,Mathematics,Algebra,56,54,96.43,0,Completed
STU0938,VID7501,Biology,Genetics,28,24,85.71,0,Partially Completed
STU0938,VID7502,Chemistry,Acids and Bases,37,25,67.57,4,Partially Completed
STU0938,VID7503,Biology,Human Body,25,14,56.0,2,Partially Completed
STU0938,VID7504,Physics,Work and Energy,49,42,85.71,1,Partially Completed
STU0939,VID7505,Physics,Motion,76,75,98.68,1,Completed
STU0939,VID7506,Biology,Genetics,55,24,43.64,2,Not Completed
STU0939,VID7507,Biology,Cell,27,20,74.07,4,Partially Completed
STU0939,VID7508,Physics,Electricity,61,56,91.8,4,Completed
STU0939,VID7509,Chemistry,Chemical Bonding,51,17,33.33,3,Not Completed
STU0939,VID7510,Chemistry,Atoms,22,17,77.27,2,Partially Completed
STU0939,VID7511,Physics,Motion,24,20,83.33,3,Partially Completed
STU0939,VID7512,Mathematics,Calculus,29,27,93.1,5,Completed
STU0940,VID7513,Physics,Laws of Motion,48,23,47.92,0,Not Completed
STU0940,VID7514,Chemistry,Organic Chemistry,45,40,88.89,1,Partially Completed
STU0940,VID7515,Physics,Laws of Motion,34,19,55.88,5,Partially Completed
STU0940,VID7516,Physics,Electricity,32,25,78.12,5,Partially Completed
STU0940,VID7517,Chemistry,Acids and Bases,54,54,100.0,5,Completed
STU0940,VID7518,Mathematics,Algebra,54,11,20.37,3,Not Completed
STU0940,VID7519,Physics,Work and Energy,63,20,31.75,0,Not Completed
STU0940,VID7520,Physics,Work and Energy,67,13,19.4,3,Not Completed
STU0941,VID7521,Mathematics,Algebra,57,51,89.47,0,Partially Completed
STU0941,VID7522,Biology,Genetics,63,10,15.87,0,Not Completed
STU0941,VID7523,Biology,Cell,85,58,68.24,3,Partially Completed
STU0941,VID7524,Mathematics,Probability,39,24,61.54,5,Partially Completed
STU0941,VID7525,Biology,Cell,37,10,27.03,4,Not Completed
STU0941,VID7526,Physics,Electricity,27,17,62.96,3,Partially Completed
STU0941,VID7527,Physics,Work and Energy,43,40,93.02,5,Completed
STU0941,VID7528,Biology,Cell,55,28,50.91,4,Partially Completed
STU0942,VID7529,Biology,Plant Physiology,74,28,37.84,2,Not Completed
STU0942,VID7530,Biology,Genetics,32,32,100.0,4,Completed
STU0942,VID7531,Mathematics,Trigonometry,53,34,64.15,3,Partially Completed
STU0942,VID7532,Biology,Plant Physiology,68,44,64.71,1,Partially Completed
STU0942,VID7533,Physics,Motion,30,15,50.0,2,Partially Completed
STU0942,VID7534,Mathematics,Calculus,78,68,87.18,1,Partially Completed
STU0942,VID7535,Physics,Work and Energy,56,39,69.64,5,Partially Completed
STU0942,VID7536,Biology,Genetics,26,17,65.38,2,Partially Completed
STU0943,VID7537,Chemistry,Acids and Bases,74,46,62.16,5,Partially Completed
STU0943,VID7538,Biology,Human Body,74,58,78.38,3,Partially Completed
STU0943,VID7539,Biology,Plant Physiology,90,37,41.11,1,Not Completed
STU0943,VID7540,Biology,Human Body,58,15,25.86,0,Not Completed
STU0943,VID7541,Chemistry,Organic Chemistry,53,37,69.81,3,Partially Completed
STU0943,VID7542,Mathematics,Trigonometry,51,32,62.75,4,Partially Completed
STU0943,VID7543,Physics,Work and Energy,39,21,53.85,0,Partially Completed
STU0943,VID7544,Mathematics,Calculus,46,41,89.13,1,Partially Completed
STU0944,VID7545,Physics,Motion,76,61,80.26,2,Partially Completed
STU0944,VID7546,Biology,Plant Physiology,86,35,40.7,1,Not Completed
STU0944,VID7547,Biology,Human Body,81,44,54.32,5,Partially Completed
STU0944,VID7548,Mathematics,Trigonometry,45,34,75.56,5,Partially Completed
STU0944,VID7549,Physics,Work and Energy,84,28,33.33,1,Not Completed
STU0944,VID7550,Mathematics,Calculus,87,16,18.39,2,Not Completed
STU0944,VID7551,Chemistry,Atoms,74,19,25.68,2,Not Completed
STU0944,VID7552,Chemistry,Organic Chemistry,48,48,100.0,1,Completed
STU0945,VID7553,Mathematics,Algebra,67,20,29.85,3,Not Completed
STU0945,VID7554,Physics,Electricity,69,49,71.01,5,Partially Completed
STU0945,VID7555,Chemistry,Chemical Bonding,61,44,72.13,3,Partially Completed
STU0945,VID7556,Chemistry,Atoms,52,11,21.15,4,Not Completed
STU0945,VID7557,Mathematics,Calculus,64,14,21.88,0,Not Completed
STU0945,VID7558,Physics,Laws of Motion,47,16,34.04,0,Not Completed
STU0945,VID7559,Physics,Motion,44,44,100.0,2,Completed
STU0945,VID7560,Mathematics,Calculus,69,66,95.65,2,Completed
STU0946,VID7561,Chemistry,Acids and Bases,43,37,86.05,3,Partially Completed
STU0946,VID7562,Mathematics,Probability,75,51,68.0,2,Partially Completed
STU0946,VID7563,Biology,Human Body,55,47,85.45,5,Partially Completed
STU0946,VID7564,Physics,Work and Energy,29,27,93.1,1,Completed
STU0946,VID7565,Biology,Plant Physiology,46,40,86.96,1,Partially Completed
STU0946,VID7566,Biology,Plant Physiology,83,51,61.45,1,Partially Completed
STU0946,VID7567,Mathematics,Calculus,40,24,60.0,0,Partially Completed
STU0946,VID7568,Biology,Cell,23,19,82.61,4,Partially Completed
STU0947,VID7569,Chemistry,Organic Chemistry,68,20,29.41,2,Not Completed
STU0947,VID7570,Mathematics,Calculus,45,28,62.22,1,Partially Completed
STU0947,VID7571,Biology,Plant Physiology,40,24,60.0,4,Partially Completed
STU0947,VID7572,Mathematics,Trigonometry,89,78,87.64,1,Partially Completed
STU0947,VID7573,Biology,Cell,41,35,85.37,4,Partially Completed
STU0947,VID7574,Mathematics,Probability,70,47,67.14,4,Partially Completed
STU0947,VID7575,Physics,Laws of Motion,57,34,59.65,3,Partially Completed
STU0947,VID7576,Physics,Motion,78,38,48.72,2,Not Completed
STU0948,VID7577,Physics,Motion,71,61,85.92,4,Partially Completed
STU0948,VID7578,Chemistry,Atoms,21,19,90.48,4,Completed
STU0948,VID7579,Chemistry,Organic Chemistry,52,19,36.54,3,Not Completed
STU0948,VID7580,Biology,Cell,90,20,22.22,3,Not Completed
STU0948,VID7581,Chemistry,Chemical Bonding,83,19,22.89,1,Not Completed
STU0948,VID7582,Chemistry,Atoms,33,26,78.79,4,Partially Completed
STU0948,VID7583,Physics,Motion,54,35,64.81,4,Partially Completed
STU0948,VID7584,Physics,Motion,62,55,88.71,2,Partially Completed
STU0949,VID7585,Chemistry,Acids and Bases,75,60,80.0,1,Partially Completed
STU0949,VID7586,Biology,Genetics,82,45,54.88,0,Partially Completed
STU0949,VID7587,Mathematics,Calculus,36,14,38.89,3,Not Completed
STU0949,VID7588,Chemistry,Atoms,28,22,78.57,0,Partially Completed
STU0949,VID7589,Physics,Motion,41,16,39.02,4,Not Completed
STU0949,VID7590,Physics,Work and Energy,48,30,62.5,5,Partially Completed
STU0949,VID7591,Chemistry,Chemical Bonding,46,36,78.26,0,Partially Completed
STU0949,VID7592,Physics,Laws of Motion,71,26,36.62,2,Not Completed
STU0950,VID7593,Chemistry,Organic Chemistry,59,20,33.9,3,Not Completed
STU0950,VID7594,Mathematics,Probability,68,22,32.35,2,Not Completed
STU0950,VID7595,Mathematics,Trigonometry,25,23,92.0,2,Completed
STU0950,VID7596,Biology,Human Body,51,26,50.98,2,Partially Completed
STU0950,VID7597,Mathematics,Algebra,72,30,41.67,2,Not Completed
STU0950,VID7598,Biology,Plant Physiology,85,28,32.94,2,Not Completed
STU0950,VID7599,Mathematics,Calculus,51,22,43.14,2,Not Completed
STU0950,VID7600,Physics,Electricity,43,31,72.09,3,Partially Completed
STU0951,VID7601,Physics,Laws of Motion,32,28,87.5,3,Partially Completed
STU0951,VID7602,Physics,Work and Energy,88,61,69.32,5,Partially Completed
STU0951,VID7603,Physics,Electricity,42,31,73.81,3,Partially Completed
STU0951,VID7604,Physics,Motion,75,53,70.67,4,Partially Completed
STU0951,VID7605,Mathematics,Calculus,90,50,55.56,0,Partially Completed
STU0951,VID7606,Physics,Laws of Motion,53,30,56.6,3,Partially Completed
STU0951,VID7607,Chemistry,Chemical Bonding,29,27,93.1,5,Completed
STU0951,VID7608,Mathematics,Trigonometry,44,43,97.73,5,Completed
STU0952,VID7609,Mathematics,Calculus,65,61,93.85,1,Completed
STU0952,VID7610,Physics,Work and Energy,30,23,76.67,2,Partially Completed
STU0952,VID7611,Biology,Plant Physiology,88,22,25.0,1,Not Completed
STU0952,VID7612,Biology,Cell,49,24,48.98,5,Not Completed
STU0952,VID7613,Chemistry,Organic Chemistry,71,31,43.66,4,Not Completed
STU0952,VID7614,Mathematics,Trigonometry,38,20,52.63,5,Partially Completed
STU0952,VID7615,Physics,Work and Energy,40,34,85.0,0,Partially Completed
STU0952,VID7616,Physics,Electricity,31,13,41.94,0,Not Completed
STU0953,VID7617,Mathematics,Trigonometry,84,71,84.52,4,Partially Completed
STU0953,VID7618,Chemistry,Atoms,76,65,85.53,4,Partially Completed
STU0953,VID7619,Chemistry,Acids and Bases,76,71,93.42,4,Completed
STU0953,VID7620,Biology,Genetics,59,18,30.51,1,Not Completed
STU0953,VID7621,Physics,Laws of Motion,37,34,91.89,3,Completed
STU0953,VID7622,Biology,Plant Physiology,64,36,56.25,1,Partially Completed
STU0953,VID7623,Physics,Laws of Motion,69,69,100.0,3,Completed
STU0953,VID7624,Physics,Motion,53,13,24.53,1,Not Completed
STU0954,VID7625,Biology,Cell,84,45,53.57,0,Partially Completed
STU0954,VID7626,Mathematics,Calculus,71,39,54.93,2,Partially Completed
STU0954,VID7627,Biology,Genetics,46,15,32.61,2,Not Completed
STU0954,VID7628,Physics,Laws of Motion,28,17,60.71,1,Partially Completed
STU0954,VID7629,Biology,Cell,52,20,38.46,5,Not Completed
STU0954,VID7630,Biology,Cell,39,19,48.72,5,Not Completed
STU0954,VID7631,Biology,Plant Physiology,53,46,86.79,3,Partially Completed
STU0954,VID7632,Mathematics,Trigonometry,80,71,88.75,5,Partially Completed
STU0955,VID7633,Physics,Motion,35,24,68.57,1,Partially Completed
STU0955,VID7634,Mathematics,Algebra,30,30,100.0,5,Completed
STU0955,VID7635,Physics,Electricity,85,67,78.82,4,Partially Completed
STU0955,VID7636,Physics,Laws of Motion,89,59,66.29,5,Partially Completed
STU0955,VID7637,Mathematics,Trigonometry,50,15,30.0,4,Not Completed
STU0955,VID7638,Biology,Plant Physiology,41,16,39.02,3,Not Completed
STU0955,VID7639,Biology,Cell,35,20,57.14,5,Partially Completed
STU0955,VID7640,Physics,Motion,39,31,79.49,0,Partially Completed
STU0956,VID7641,Physics,Laws of Motion,29,28,96.55,5,Completed
STU0956,VID7642,Chemistry,Acids and Bases,55,51,92.73,1,Completed
STU0956,VID7643,Chemistry,Organic Chemistry,87,62,71.26,0,Partially Completed
STU0956,VID7644,Mathematics,Calculus,38,35,92.11,2,Completed
STU0956,VID7645,Biology,Plant Physiology,26,22,84.62,3,Partially Completed
STU0956,VID7646,Physics,Motion,87,59,67.82,0,Partially Completed
STU0956,VID7647,Physics,Laws of Motion,22,17,77.27,3,Partially Completed
STU0956,VID7648,Biology,Cell,54,47,87.04,1,Partially Completed
STU0957,VID7649,Mathematics,Probability,62,57,91.94,5,Completed
STU0957,VID7650,Chemistry,Chemical Bonding,87,63,72.41,4,Partially Completed
STU0957,VID7651,Biology,Genetics,67,35,52.24,1,Partially Completed
STU0957,VID7652,Chemistry,Atoms,21,15,71.43,1,Partially Completed
STU0957,VID7653,Physics,Laws of Motion,34,19,55.88,5,Partially Completed
STU0957,VID7654,Chemistry,Atoms,55,19,34.55,0,Not Completed
STU0957,VID7655,Mathematics,Trigonometry,57,15,26.32,5,Not Completed
STU0957,VID7656,Mathematics,Algebra,79,31,39.24,3,Not Completed
STU0958,VID7657,Chemistry,Chemical Bonding,22,14,63.64,2,Partially Completed
STU0958,VID7658,Physics,Work and Energy,81,47,58.02,2,Partially Completed
STU0958,VID7659,Biology,Genetics,50,37,74.0,2,Partially Completed
STU0958,VID7660,Mathematics,Probability,62,20,32.26,3,Not Completed
STU0958,VID7661,Mathematics,Trigonometry,63,24,38.1,1,Not Completed
STU0958,VID7662,Mathematics,Calculus,43,20,46.51,1,Not Completed
STU0958,VID7663,Chemistry,Atoms,27,18,66.67,3,Partially Completed
STU0958,VID7664,Physics,Laws of Motion,21,15,71.43,2,Partially Completed
STU0959,VID7665,Physics,Work and Energy,54,23,42.59,3,Not Completed
STU0959,VID7666,Chemistry,Organic Chemistry,90,81,90.0,4,Completed
STU0959,VID7667,Mathematics,Probability,64,41,64.06,2,Partially Completed
STU0959,VID7668,Chemistry,Atoms,89,12,13.48,5,Not Completed
STU0959,VID7669,Mathematics,Trigonometry,90,22,24.44,3,Not Completed
STU0959,VID7670,Chemistry,Atoms,46,19,41.3,0,Not Completed
STU0959,VID7671,Biology,Genetics,37,13,35.14,3,Not Completed
STU0959,VID7672,Biology,Genetics,24,20,83.33,0,Partially Completed
STU0960,VID7673,Chemistry,Organic Chemistry,84,25,29.76,3,Not Completed
STU0960,VID7674,Chemistry,Acids and Bases,53,25,47.17,5,Not Completed
STU0960,VID7675,Physics,Work and Energy,25,19,76.0,4,Partially Completed
STU0960,VID7676,Biology,Plant Physiology,53,17,32.08,5,Not Completed
STU0960,VID7677,Mathematics,Trigonometry,40,11,27.5,2,Not Completed
STU0960,VID7678,Physics,Laws of Motion,43,18,41.86,3,Not Completed
STU0960,VID7679,Physics,Work and Energy,86,43,50.0,0,Partially Completed
STU0960,VID7680,Mathematics,Probability,68,11,16.18,4,Not Completed
STU0961,VID7681,Biology,Genetics,53,21,39.62,2,Not Completed
STU0961,VID7682,Chemistry,Acids and Bases,50,22,44.0,4,Not Completed
STU0961,VID7683,Biology,Plant Physiology,70,52,74.29,2,Partially Completed
STU0961,VID7684,Mathematics,Calculus,45,17,37.78,0,Not Completed
STU0961,VID7685,Physics,Electricity,61,56,91.8,3,Completed
STU0961,VID7686,Biology,Plant Physiology,68,35,51.47,2,Partially Completed
STU0961,VID7687,Physics,Electricity,49,36,73.47,3,Partially Completed
STU0961,VID7688,Chemistry,Chemical Bonding,73,30,41.1,5,Not Completed
STU0962,VID7689,Chemistry,Acids and Bases,82,26,31.71,0,Not Completed
STU0962,VID7690,Biology,Human Body,61,54,88.52,4,Partially Completed
STU0962,VID7691,Biology,Plant Physiology,82,26,31.71,3,Not Completed
STU0962,VID7692,Physics,Work and Energy,42,18,42.86,2,Not Completed
STU0962,VID7693,Chemistry,Chemical Bonding,24,19,79.17,3,Partially Completed
STU0962,VID7694,Biology,Human Body,86,53,61.63,2,Partially Completed
STU0962,VID7695,Mathematics,Trigonometry,22,19,86.36,1,Partially Completed
STU0962,VID7696,Chemistry,Organic Chemistry,24,22,91.67,1,Completed
STU0963,VID7697,Biology,Cell,24,14,58.33,5,Partially Completed
STU0963,VID7698,Mathematics,Trigonometry,58,47,81.03,5,Partially Completed
STU0963,VID7699,Physics,Work and Energy,24,22,91.67,1,Completed
STU0963,VID7700,Mathematics,Trigonometry,81,39,48.15,5,Not Completed
STU0963,VID7701,Mathematics,Trigonometry,48,37,77.08,4,Partially Completed
STU0963,VID7702,Chemistry,Organic Chemistry,40,26,65.0,1,Partially Completed
STU0963,VID7703,Mathematics,Trigonometry,88,52,59.09,2,Partially Completed
STU0963,VID7704,Mathematics,Algebra,85,45,52.94,1,Partially Completed
STU0964,VID7705,Mathematics,Probability,38,28,73.68,3,Partially Completed
STU0964,VID7706,Mathematics,Probability,30,19,63.33,3,Partially Completed
STU0964,VID7707,Mathematics,Algebra,33,13,39.39,5,Not Completed
STU0964,VID7708,Mathematics,Probability,69,45,65.22,0,Partially Completed
STU0964,VID7709,Mathematics,Calculus,46,29,63.04,5,Partially Completed
STU0964,VID7710,Physics,Electricity,58,25,43.1,1,Not Completed
STU0964,VID7711,Chemistry,Organic Chemistry,60,34,56.67,3,Partially Completed
STU0964,VID7712,Mathematics,Probability,25,16,64.0,0,Partially Completed
STU0965,VID7713,Mathematics,Probability,30,30,100.0,4,Completed
STU0965,VID7714,Physics,Work and Energy,83,34,40.96,4,Not Completed
STU0965,VID7715,Biology,Genetics,38,17,44.74,5,Not Completed
STU0965,VID7716,Biology,Cell,25,19,76.0,3,Partially Completed
STU0965,VID7717,Physics,Laws of Motion,22,21,95.45,4,Completed
STU0965,VID7718,Chemistry,Organic Chemistry,28,25,89.29,3,Partially Completed
STU0965,VID7719,Biology,Human Body,61,37,60.66,5,Partially Completed
STU0965,VID7720,Mathematics,Probability,81,34,41.98,0,Not Completed
STU0966,VID7721,Biology,Plant Physiology,49,33,67.35,5,Partially Completed
STU0966,VID7722,Biology,Human Body,25,23,92.0,0,Completed
STU0966,VID7723,Mathematics,Trigonometry,34,21,61.76,3,Partially Completed
STU0966,VID7724,Mathematics,Algebra,23,14,60.87,3,Partially Completed
STU0966,VID7725,Physics,Laws of Motion,66,29,43.94,2,Not Completed
STU0966,VID7726,Physics,Motion,84,66,78.57,2,Partially Completed
STU0966,VID7727,Biology,Genetics,79,71,89.87,4,Partially Completed
STU0966,VID7728,Biology,Cell,29,17,58.62,1,Partially Completed
STU0967,VID7729,Biology,Cell,30,11,36.67,0,Not Completed
STU0967,VID7730,Biology,Genetics,61,34,55.74,2,Partially Completed
STU0967,VID7731,Chemistry,Atoms,79,54,68.35,1,Partially Completed
STU0967,VID7732,Mathematics,Algebra,88,71,80.68,1,Partially Completed
STU0967,VID7733,Physics,Laws of Motion,85,50,58.82,3,Partially Completed
STU0967,VID7734,Chemistry,Acids and Bases,54,36,66.67,5,Partially Completed
STU0967,VID7735,Biology,Genetics,59,15,25.42,1,Not Completed
STU0967,VID7736,Physics,Laws of Motion,71,32,45.07,1,Not Completed
STU0968,VID7737,Biology,Human Body,45,13,28.89,3,Not Completed
STU0968,VID7738,Mathematics,Trigonometry,52,16,30.77,4,Not Completed
STU0968,VID7739,Biology,Cell,24,13,54.17,2,Partially Completed
STU0968,VID7740,Chemistry,Atoms,45,24,53.33,5,Partially Completed
STU0968,VID7741,Chemistry,Acids and Bases,31,10,32.26,4,Not Completed
STU0968,VID7742,Mathematics,Trigonometry,21,13,61.9,5,Partially Completed
STU0968,VID7743,Mathematics,Algebra,89,89,100.0,0,Completed
STU0968,VID7744,Mathematics,Trigonometry,70,57,81.43,5,Partially Completed
STU0969,VID7745,Mathematics,Trigonometry,72,15,20.83,0,Not Completed
STU0969,VID7746,Biology,Genetics,47,22,46.81,5,Not Completed
STU0969,VID7747,Physics,Motion,78,44,56.41,3,Partially Completed
STU0969,VID7748,Mathematics,Probability,76,53,69.74,0,Partially Completed
STU0969,VID7749,Biology,Genetics,83,37,44.58,1,Not Completed
STU0969,VID7750,Biology,Human Body,32,32,100.0,2,Completed
STU0969,VID7751,Mathematics,Trigonometry,34,12,35.29,5,Not Completed
STU0969,VID7752,Physics,Laws of Motion,37,36,97.3,1,Completed
STU0970,VID7753,Chemistry,Chemical Bonding,67,60,89.55,5,Partially Completed
STU0970,VID7754,Biology,Cell,85,24,28.24,0,Not Completed
STU0970,VID7755,Mathematics,Trigonometry,60,16,26.67,2,Not Completed
STU0970,VID7756,Physics,Motion,32,25,78.12,2,Partially Completed
STU0970,VID7757,Biology,Cell,76,51,67.11,3,Partially Completed
STU0970,VID7758,Chemistry,Chemical Bonding,64,49,76.56,3,Partially Completed
STU0970,VID7759,Chemistry,Chemical Bonding,67,40,59.7,0,Partially Completed
STU0970,VID7760,Physics,Work and Energy,26,20,76.92,5,Partially Completed
STU0971,VID7761,Physics,Motion,46,28,60.87,1,Partially Completed
STU0971,VID7762,Physics,Electricity,60,36,60.0,1,Partially Completed
STU0971,VID7763,Biology,Plant Physiology,39,31,79.49,0,Partially Completed
STU0971,VID7764,Biology,Genetics,31,30,96.77,0,Completed
STU0971,VID7765,Mathematics,Probability,34,23,67.65,2,Partially Completed
STU0971,VID7766,Physics,Motion,69,26,37.68,5,Not Completed
STU0971,VID7767,Chemistry,Organic Chemistry,46,36,78.26,4,Partially Completed
STU0971,VID7768,Biology,Human Body,43,41,95.35,1,Completed
STU0972,VID7769,Mathematics,Trigonometry,29,12,41.38,5,Not Completed
STU0972,VID7770,Physics,Electricity,23,21,91.3,1,Completed
STU0972,VID7771,Mathematics,Calculus,59,10,16.95,1,Not Completed
STU0972,VID7772,Biology,Cell,48,44,91.67,3,Completed
STU0972,VID7773,Chemistry,Organic Chemistry,79,33,41.77,5,Not Completed
STU0972,VID7774,Physics,Electricity,56,27,48.21,1,Not Completed
STU0972,VID7775,Physics,Motion,23,21,91.3,2,Completed
STU0972,VID7776,Chemistry,Atoms,21,10,47.62,5,Not Completed
STU0973,VID7777,Biology,Plant Physiology,72,10,13.89,2,Not Completed
STU0973,VID7778,Biology,Human Body,21,18,85.71,0,Partially Completed
STU0973,VID7779,Chemistry,Atoms,68,16,23.53,2,Not Completed
STU0973,VID7780,Physics,Motion,38,26,68.42,1,Partially Completed
STU0973,VID7781,Mathematics,Calculus,25,13,52.0,0,Partially Completed
STU0973,VID7782,Mathematics,Calculus,85,25,29.41,3,Not Completed
STU0973,VID7783,Biology,Human Body,68,60,88.24,0,Partially Completed
STU0973,VID7784,Biology,Human Body,46,41,89.13,5,Partially Completed
STU0974,VID7785,Chemistry,Organic Chemistry,62,18,29.03,3,Not Completed
STU0974,VID7786,Biology,Cell,40,35,87.5,0,Partially Completed
STU0974,VID7787,Biology,Genetics,67,27,40.3,3,Not Completed
STU0974,VID7788,Chemistry,Chemical Bonding,56,40,71.43,2,Partially Completed
STU0974,VID7789,Mathematics,Algebra,23,14,60.87,0,Partially Completed
STU0974,VID7790,Chemistry,Acids and Bases,42,22,52.38,1,Partially Completed
STU0974,VID7791,Chemistry,Acids and Bases,47,33,70.21,5,Partially Completed
STU0974,VID7792,Physics,Electricity,77,65,84.42,1,Partially Completed
STU0975,VID7793,Mathematics,Calculus,25,17,68.0,4,Partially Completed
STU0975,VID7794,Physics,Laws of Motion,61,33,54.1,2,Partially Completed
STU0975,VID7795,Mathematics,Probability,64,42,65.62,3,Partially Completed
STU0975,VID7796,Physics,Work and Energy,27,18,66.67,4,Partially Completed
STU0975,VID7797,Biology,Genetics,88,52,59.09,1,Partially Completed
STU0975,VID7798,Mathematics,Trigonometry,67,33,49.25,1,Not Completed
STU0975,VID7799,Physics,Electricity,89,82,92.13,3,Completed
STU0975,VID7800,Physics,Work and Energy,35,15,42.86,4,Not Completed
STU0976,VID7801,Physics,Work and Energy,75,11,14.67,2,Not Completed
STU0976,VID7802,Mathematics,Calculus,67,39,58.21,3,Partially Completed
STU0976,VID7803,Mathematics,Probability,63,56,88.89,3,Partially Completed
STU0976,VID7804,Biology,Human Body,85,69,81.18,4,Partially Completed
STU0976,VID7805,Chemistry,Chemical Bonding,54,47,87.04,0,Partially Completed
STU0976,VID7806,Biology,Human Body,85,28,32.94,4,Not Completed
STU0976,VID7807,Physics,Laws of Motion,58,54,93.1,2,Completed
STU0976,VID7808,Chemistry,Atoms,60,59,98.33,1,Completed
STU0977,VID7809,Chemistry,Organic Chemistry,88,11,12.5,2,Not Completed
STU0977,VID7810,Physics,Laws of Motion,87,63,72.41,3,Partially Completed
STU0977,VID7811,Biology,Plant Physiology,46,38,82.61,4,Partially Completed
STU0977,VID7812,Chemistry,Acids and Bases,64,61,95.31,4,Completed
STU0977,VID7813,Chemistry,Atoms,22,17,77.27,4,Partially Completed
STU0977,VID7814,Physics,Motion,20,14,70.0,1,Partially Completed
STU0977,VID7815,Mathematics,Algebra,34,14,41.18,2,Not Completed
STU0977,VID7816,Mathematics,Trigonometry,79,76,96.2,0,Completed
STU0978,VID7817,Biology,Genetics,79,27,34.18,1,Not Completed
STU0978,VID7818,Physics,Laws of Motion,83,53,63.86,3,Partially Completed
STU0978,VID7819,Mathematics,Trigonometry,84,27,32.14,5,Not Completed
STU0978,VID7820,Physics,Laws of Motion,74,46,62.16,0,Partially Completed
STU0978,VID7821,Mathematics,Probability,44,25,56.82,1,Partially Completed
STU0978,VID7822,Chemistry,Acids and Bases,33,18,54.55,0,Partially Completed
STU0978,VID7823,Biology,Genetics,90,76,84.44,2,Partially Completed
STU0978,VID7824,Chemistry,Organic Chemistry,21,10,47.62,4,Not Completed
STU0979,VID7825,Biology,Genetics,86,71,82.56,0,Partially Completed
STU0979,VID7826,Chemistry,Acids and Bases,41,16,39.02,1,Not Completed
STU0979,VID7827,Mathematics,Algebra,62,31,50.0,4,Partially Completed
STU0979,VID7828,Chemistry,Organic Chemistry,36,12,33.33,3,Not Completed
STU0979,VID7829,Chemistry,Chemical Bonding,71,67,94.37,5,Completed
STU0979,VID7830,Chemistry,Chemical Bonding,61,13,21.31,1,Not Completed
STU0979,VID7831,Mathematics,Trigonometry,23,17,73.91,3,Partially Completed
STU0979,VID7832,Physics,Work and Energy,87,14,16.09,3,Not Completed
STU0980,VID7833,Biology,Genetics,45,44,97.78,4,Completed
STU0980,VID7834,Physics,Electricity,41,31,75.61,1,Partially Completed
STU0980,VID7835,Biology,Plant Physiology,36,17,47.22,3,Not Completed
STU0980,VID7836,Chemistry,Acids and Bases,68,63,92.65,2,Completed
STU0980,VID7837,Physics,Laws of Motion,83,46,55.42,2,Partially Completed
STU0980,VID7838,Mathematics,Calculus,34,22,64.71,4,Partially Completed
STU0980,VID7839,Biology,Human Body,51,29,56.86,5,Partially Completed
STU0980,VID7840,Biology,Genetics,89,41,46.07,3,Not Completed
STU0981,VID7841,Chemistry,Atoms,53,48,90.57,2,Completed
STU0981,VID7842,Mathematics,Algebra,44,13,29.55,2,Not Completed
STU0981,VID7843,Chemistry,Organic Chemistry,90,73,81.11,1,Partially Completed
STU0981,VID7844,Biology,Plant Physiology,58,39,67.24,2,Partially Completed
STU0981,VID7845,Chemistry,Organic Chemistry,21,15,71.43,2,Partially Completed
STU0981,VID7846,Mathematics,Trigonometry,64,46,71.88,1,Partially Completed
STU0981,VID7847,Chemistry,Acids and Bases,49,37,75.51,5,Partially Completed
STU0981,VID7848,Physics,Laws of Motion,24,19,79.17,3,Partially Completed
STU0982,VID7849,Physics,Work and Energy,51,10,19.61,0,Not Completed
STU0982,VID7850,Physics,Motion,25,22,88.0,0,Partially Completed
STU0982,VID7851,Chemistry,Acids and Bases,88,88,100.0,0,Completed
STU0982,VID7852,Biology,Cell,78,76,97.44,3,Completed
STU0982,VID7853,Biology,Genetics,56,39,69.64,0,Partially Completed
STU0982,VID7854,Physics,Laws of Motion,78,26,33.33,5,Not Completed
STU0982,VID7855,Chemistry,Acids and Bases,46,15,32.61,5,Not Completed
STU0982,VID7856,Biology,Human Body,86,70,81.4,1,Partially Completed
STU0983,VID7857,Chemistry,Atoms,37,27,72.97,1,Partially Completed
STU0983,VID7858,Chemistry,Acids and Bases,33,26,78.79,2,Partially Completed
STU0983,VID7859,Mathematics,Calculus,68,61,89.71,1,Partially Completed
STU0983,VID7860,Mathematics,Trigonometry,84,33,39.29,5,Not Completed
STU0983,VID7861,Biology,Plant Physiology,59,48,81.36,5,Partially Completed
STU0983,VID7862,Physics,Electricity,20,20,100.0,0,Completed
STU0983,VID7863,Mathematics,Probability,42,17,40.48,5,Not Completed
STU0983,VID7864,Physics,Work and Energy,85,23,27.06,1,Not Completed
STU0984,VID7865,Physics,Motion,56,14,25.0,4,Not Completed
STU0984,VID7866,Mathematics,Trigonometry,78,64,82.05,0,Partially Completed
STU0984,VID7867,Physics,Laws of Motion,46,32,69.57,0,Partially Completed
STU0984,VID7868,Biology,Human Body,89,32,35.96,3,Not Completed
STU0984,VID7869,Mathematics,Probability,48,23,47.92,2,Not Completed
STU0984,VID7870,Biology,Genetics,72,69,95.83,0,Completed
STU0984,VID7871,Physics,Work and Energy,31,13,41.94,1,Not Completed
STU0984,VID7872,Biology,Plant Physiology,57,40,70.18,1,Partially Completed
