Student_ID,Login_Frequency,Weekly_Study_Hours,Average_Session_Duration,Consecutive_Study_Days,Sessions_Per_Week
STU1637,6,19.1,173,29,4
STU1638,15,17.5,97,5,4
STU1639,25,25.7,164,6,5
STU1640,23,5.7,54,4,6
STU1641,23,16.6,75,21,5
STU1642,5,8.9,43,24,6
STU1643,9,25.4,118,15,13
STU1644,26,25.5,171,1,6
STU1645,30,12.7,174,19,8
STU1646,30,15.0,40,3,9
STU1647,25,34.4,155,6,14
STU1648,5,26.5,80,23,12
STU1649,29,5.2,171,20,13
STU1650,23,14.8,133,23,9
STU1651,22,12.3,113,23,10
STU1652,12,16.1,173,28,9
STU1653,6,13.1,69,19,12
STU1654,30,7.9,138,27,14
STU1655,27,23.1,34,13,4
STU1656,14,7.6,89,17,10
STU1657,27,10.4,80,21,2
STU1658,8,7.3,111,17,11
STU1659,29,27.8,64,13,6
STU1660,10,31.9,35,29,11
STU1661,24,28.4,138,22,14
STU1662,12,11.3,168,21,3
STU1663,22,9.6,147,10,8
STU1664,19,14.2,115,14,5
STU1665,7,25.7,53,17,7
STU1666,24,20.2,85,12,7
STU1667,19,10.6,112,24,6
STU1668,6,20.8,175,17,13
STU1669,21,15.5,117,17,4
STU1670,27,13.0,166,25,14
STU1671,27,11.2,119,29,2
STU1672,23,11.7,85,30,10
STU1673,13,23.6,104,13,13
STU1674,6,31.1,145,6,13
STU1675,14,29.6,167,8,2
STU1676,6,34.8,153,5,7
STU1677,6,19.8,58,10,13
STU1678,12,12.1,131,15,4
STU1679,10,16.2,119,25,8
STU1680,20,7.4,84,7,7
STU1681,8,12.4,143,22,12
STU1682,8,25.5,167,12,4
STU1683,20,20.3,74,14,4
STU1684,19,30.1,115,22,14
STU1685,23,24.5,89,7,2
STU1686,29,24.2,51,21,14
STU1687,23,13.4,117,2,14
STU1688,12,15.0,75,16,9
STU1689,13,7.8,92,3,9
STU1690,22,5.2,68,19,13
STU1691,7,32.0,82,13,5
STU1692,14,29.4,55,6,9
STU1693,25,15.3,70,12,5
STU1694,27,6.6,116,19,14
STU1695,24,11.4,88,6,2
STU1696,5,5.2,142,16,11
STU1697,7,9.9,100,3,5
STU1698,21,29.4,163,2,7
STU1699,8,33.6,151,24,5
STU1700,22,8.9,155,8,4
STU1701,21,13.5,138,22,9
STU1702,17,10.0,97,10,3
STU1703,12,34.0,70,24,2
STU1704,12,24.7,171,5,7
STU1705,11,10.7,21,2,2
STU1706,17,28.4,96,21,14
STU1707,25,9.1,81,5,6
STU1708,11,30.0,69,19,8
STU1709,16,17.9,160,16,9
STU1710,16,24.8,110,2,2
STU1711,21,8.9,160,4,6
STU1712,30,34.5,127,13,2
STU1713,23,24.6,101,20,9
STU1714,12,19.4,93,1,6
STU1715,28,29.6,145,29,9
STU1716,19,30.2,110,17,3
STU1717,12,27.5,139,14,5
STU1718,16,24.8,140,30,12
STU1719,12,8.0,30,9,11
STU1720,9,29.1,64,7,6
STU1721,20,13.9,84,11,13
STU1722,19,13.3,104,19,6
STU1723,21,21.2,108,27,11
STU1724,17,32.8,111,16,12
STU1725,15,20.8,29,25,3
STU1726,14,32.5,52,29,9
STU1727,5,15.2,167,30,10
STU1728,13,25.7,99,14,13
STU1729,15,14.0,97,4,5
STU1730,21,30.1,71,6,2
STU1731,19,15.0,164,6,10
STU1732,19,18.4,180,27,2
STU1733,26,24.2,117,4,6
STU1734,12,16.5,139,28,5
STU1735,5,5.4,30,7,14
STU1736,19,16.6,162,26,10
STU1737,15,7.4,37,27,4
STU1738,14,33.3,117,11,11
STU1739,21,31.9,81,2,12
STU1740,21,15.9,36,20,2
STU1741,13,27.5,87,2,14
STU1742,16,8.4,56,23,7
STU1743,29,19.3,121,5,11
STU1744,11,23.3,96,29,14
STU1745,16,15.0,28,10,2
STU1746,24,16.1,123,20,5
STU1747,22,5.3,88,13,12
STU1748,13,17.9,158,19,10
STU1749,22,31.9,28,25,11
STU1750,18,10.7,109,6,7
STU1751,28,15.2,77,5,5
STU1752,9,9.1,53,6,5
STU1753,18,27.4,33,21,6
STU1754,19,27.6,150,19,14
STU1755,15,12.3,81,2,9
STU1756,23,16.8,125,10,6
STU1757,27,22.8,31,28,13
STU1758,25,6.5,131,13,7
STU1759,28,11.4,30,1,9
STU1760,16,26.4,121,18,10
STU1761,17,14.2,29,29,10
STU1762,6,5.1,146,26,14
STU1763,29,10.9,92,25,3
STU1764,18,22.7,37,9,8
STU1765,6,17.6,50,14,2
STU1766,22,18.1,156,4,14
STU1767,17,29.2,157,10,9
STU1768,15,5.9,41,26,3
STU1769,20,15.4,91,8,7
STU1770,5,20.3,153,14,5
STU1771,30,30.7,84,10,10
STU1772,12,26.6,81,29,13
STU1773,19,7.5,176,25,7
STU1774,27,21.7,49,22,3
STU1775,30,15.6,162,21,13
STU1776,29,23.9,20,15,12
STU1777,10,21.4,108,9,4
STU1778,29,24.1,20,3,11
STU1779,16,10.9,130,21,8
STU1780,26,30.0,159,5,13
STU1781,19,30.5,66,13,4
STU1782,22,34.2,132,13,12
STU1783,5,5.8,101,30,12
STU1784,5,10.6,45,7,9
STU1785,20,19.2,146,1,7
STU1786,13,12.2,167,14,2
STU1787,28,11.8,101,22,7
STU1788,7,10.2,171,11,6
STU1789,20,19.0,56,15,6
STU1790,19,8.1,93,1,11
STU1791,7,34.5,142,9,11
STU1792,20,27.6,146,5,12
STU1793,15,6.3,64,14,7
STU1794,13,32.6,71,21,8
STU1795,7,27.6,65,27,3
STU1796,10,6.7,56,25,9
STU1797,10,29.5,83,22,8
STU1798,14,24.5,46,22,8
STU1799,14,6.5,106,26,4
STU1800,10,12.8,127,6,14
STU1801,16,16.4,61,6,5
STU1802,16,18.6,87,9,2
STU1803,17,11.2,125,14,3
STU1804,28,24.1,21,30,7
STU1805,12,33.5,152,27,9
STU1806,9,25.8,85,19,4
STU1807,7,21.7,104,15,7
STU1808,21,15.9,128,21,9
STU1809,7,17.6,136,1,9
STU1810,14,20.1,150,27,13
STU1811,6,29.3,83,22,7
STU1812,14,33.6,51,19,2
STU1813,19,5.3,46,28,4
STU1814,16,30.2,36,25,7
STU1815,26,14.7,97,17,13
STU1816,30,13.5,49,8,4
STU1817,22,10.7,159,22,11
STU1818,19,26.6,131,1,13
STU1819,13,26.0,59,16,7
STU1820,24,15.8,108,13,6
STU1821,16,30.6,136,17,4
STU1822,16,23.6,119,12,11
STU1823,13,14.1,116,29,14
STU1824,14,24.4,154,28,6
STU1825,8,22.3,144,20,5
STU1826,18,11.1,48,19,14
STU1827,8,31.9,26,6,3
STU1828,11,10.9,42,26,8
STU1829,21,29.3,134,20,12
STU1830,27,9.9,147,26,13
STU1831,7,14.5,113,2,14
STU1832,23,13.9,156,25,10
STU1833,15,14.4,79,17,12
STU1834,13,26.3,155,10,9
STU1835,14,6.2,89,25,11
STU1836,12,24.3,80,13,12
STU1837,6,13.9,87,5,7
STU1838,28,6.7,83,19,7
STU1839,24,33.9,135,3,7
STU1840,25,20.0,137,17,12
STU1841,18,33.2,144,7,6
STU1842,25,7.0,94,15,3
STU1843,9,6.5,132,11,2
STU1844,5,22.9,138,23,5
STU1845,22,22.2,106,26,7
STU1846,8,10.1,98,18,5
STU1847,16,31.0,146,26,11
STU1848,19,29.4,140,6,14
STU1849,8,28.1,50,3,6
STU1850,26,26.1,99,28,4
STU1851,13,11.1,122,8,13
STU1852,18,11.1,25,16,4
STU1853,29,25.7,129,21,11
STU1854,13,13.4,73,16,2
STU1855,27,9.3,115,12,10
STU1856,11,25.7,164,7,13
STU1857,24,9.8,161,21,7
STU1858,13,16.6,180,22,3
STU1859,9,16.9,107,8,3
STU1860,9,5.9,48,28,11
STU1861,21,7.0,144,7,12
STU1862,15,13.3,64,3,11
STU1863,21,31.0,92,5,7
STU1864,28,16.0,104,19,12
STU1865,18,14.8,49,27,8
STU1866,14,31.8,41,4,10
STU1867,25,17.6,121,28,3
STU1868,16,14.5,146,7,13
STU1869,17,21.9,142,20,5
STU1870,17,11.4,63,20,8
STU1871,25,6.0,154,5,13
STU1872,16,8.0,138,21,11
STU1873,5,7.0,21,15,5
STU1874,24,29.4,58,5,4
STU1875,20,14.7,26,7,2
STU1876,7,5.9,76,14,6
STU1877,23,27.2,160,2,3
STU1878,21,8.9,96,16,8
STU1879,27,26.1,150,3,14
STU1880,28,29.2,162,30,14
STU1881,10,22.9,157,14,10
STU1882,12,14.0,63,10,5
STU1883,8,6.8,106,7,5
STU1884,28,9.1,70,21,10
STU1885,12,9.5,46,15,13
STU1886,23,5.8,123,7,9
STU1887,13,24.8,140,17,11
STU1888,24,9.8,139,4,10
STU1889,29,6.1,125,24,5
STU1890,23,14.2,117,16,6
STU1891,13,8.8,79,19,7
STU1892,13,12.0,73,29,8
STU1893,26,26.6,22,8,5
STU1894,15,23.3,126,20,12
STU1895,9,21.3,174,18,12
STU1896,17,23.1,178,15,11
STU1897,29,24.2,111,12,8
STU1898,11,10.6,128,2,7
STU1899,28,16.1,43,10,7
STU1900,16,11.3,97,23,14
STU1901,20,10.4,89,12,11
STU1902,14,8.1,154,28,2
STU1903,11,26.5,79,24,11
STU1904,25,17.7,42,20,10
STU1905,25,8.5,174,25,13
STU1906,21,11.2,151,21,3
STU1907,6,26.4,36,25,2
STU1908,29,28.8,43,4,10
STU1909,26,17.0,180,29,5
STU1910,9,28.6,98,17,5
STU1911,19,30.6,39,4,4
STU1912,15,25.6,29,6,13
STU1913,27,27.1,156,14,14
STU1914,16,28.3,143,9,3
STU1915,16,14.1,96,5,10
STU1916,28,7.2,114,17,7
STU1917,17,24.2,88,4,5
STU1918,12,12.2,52,21,2
STU1919,6,26.6,178,7,14
STU1920,7,8.3,89,1,13
STU1921,8,23.8,20,22,6
STU1922,25,12.1,168,7,10
STU1923,24,34.8,130,19,4
STU1924,20,24.8,159,5,12
STU1925,21,27.0,72,17,8
STU1926,12,17.6,146,1,4
STU1927,16,9.9,78,10,3
STU1928,17,32.0,72,19,7
STU1929,10,6.8,166,9,7
STU1930,29,24.2,96,4,2
STU1931,21,11.8,147,29,13
STU1932,6,16.4,127,17,8
STU1933,25,18.0,113,18,11
STU1934,23,13.0,121,14,14
STU1935,8,29.0,69,17,2
STU1936,8,15.2,148,18,3
STU1937,13,33.9,40,20,3
STU1938,22,14.0,96,19,6
STU1939,21,23.7,118,27,8
STU1940,27,14.9,76,14,13
STU1941,23,11.6,68,22,13
STU1942,10,27.0,139,3,10
STU1943,7,19.1,28,14,8
STU1944,28,9.4,52,12,14
STU1945,14,18.4,73,10,3
STU1946,21,32.0,63,8,12
STU1947,24,8.8,37,8,2
STU1948,10,18.4,110,2,14
STU1949,29,10.9,60,17,7
STU1950,7,25.0,95,1,11
STU1951,12,13.4,107,4,6
STU1952,9,28.3,139,13,9
STU1953,28,22.8,115,30,10
STU1954,23,33.2,51,10,14
STU1955,22,10.7,45,26,7
STU1956,30,16.5,119,15,8
STU1957,14,10.6,96,20,3
STU1958,14,10.0,63,1,14
STU1959,14,26.2,36,11,13
STU1960,30,15.2,105,7,8
STU1961,7,5.9,130,11,4
STU1962,17,14.9,64,18,5
STU1963,16,7.7,88,20,9
STU1964,22,13.1,59,26,12
STU1965,11,33.8,87,5,2
STU1966,12,16.2,29,5,8
STU1967,22,20.8,171,23,13
STU1968,7,7.2,176,27,13
STU1969,15,21.0,116,1,8
STU1970,29,14.1,180,22,13
STU1971,30,7.9,114,25,8
STU1972,12,31.4,20,1,6
STU1973,21,7.2,164,9,3
STU1974,25,18.1,153,7,14
STU1975,9,16.8,32,1,9
STU1976,25,18.0,127,2,4
STU1977,11,10.0,130,22,13
STU1978,16,31.0,31,7,4
STU1979,6,18.2,123,27,7
STU1980,8,8.0,131,23,11
STU1981,7,34.8,85,25,11
STU1982,8,7.4,136,16,6
STU1983,30,25.4,114,1,5
STU1984,30,30.9,66,21,7
STU1985,24,21.8,170,23,11
STU1986,14,7.7,129,10,9
STU1987,13,15.3,60,9,9
STU1988,5,13.5,172,13,5
STU1989,28,28.0,161,22,4
STU1990,6,16.4,111,7,14
STU1991,28,16.1,129,2,7
STU1992,5,22.6,37,12,10
STU1993,22,32.8,128,3,10
STU1994,8,7.0,25,4,2
STU1995,7,11.5,66,12,11
STU1996,11,34.8,62,18,9
STU1997,9,13.3,151,2,7
STU1998,28,34.7,22,11,11
STU1999,9,34.1,74,29,14
STU2000,18,15.4,118,15,7
