Student_ID,Lecture_ID,Subject,Chapter,Faculty,Lecture_Date,Attendance_Percentage
STU0806,LEC8051,Physics,Electricity,Dr. Ravi,2026-03-10,52
STU0806,LEC8052,Biology,Genetics,Dr. Kumar,2026-06-04,92
STU0806,LEC8053,Chemistry,Atoms,Dr. Priya,2026-06-22,90
STU0806,LEC8054,Chemistry,Atoms,Dr. Kumar,2026-05-17,60
STU0806,LEC8055,Physics,Electricity,Dr. Meena,2026-05-19,80
STU0806,LEC8056,Biology,Genetics,Dr. Meena,2026-03-01,60
STU0806,LEC8057,Physics,Laws of Motion,Dr. Meena,2026-04-30,64
STU0806,LEC8058,Mathematics,Calculus,Dr. Ravi,2026-02-03,64
STU0806,LEC8059,Biology,Human Body,Dr. Meena,2026-05-27,80
STU0806,LEC8060,Physics,Electricity,Dr. Kumar,2026-07-06,87
STU0807,LEC8061,Physics,Work and Energy,Dr. Meena,2026-02-09,92
STU0807,LEC8062,Mathematics,Probability,Dr. Arun,2026-02-16,62
STU0807,LEC8063,Biology,Plant Physiology,Dr. Meena,2026-05-02,52
STU0807,LEC8064,Mathematics,Calculus,Dr. Meena,2026-01-29,78
STU0807,LEC8065,Chemistry,Chemical Bonding,Dr. Kumar,2026-05-15,75
STU0807,LEC8066,Mathematics,Algebra,Dr. Ravi,2026-04-14,97
STU0807,LEC8067,Mathematics,Calculus,Dr. Meena,2026-06-21,85
STU0807,LEC8068,Biology,Genetics,Dr. Kumar,2026-05-12,98
STU0807,LEC8069,Mathematics,Probability,Dr. Ravi,2026-05-07,57
STU0807,LEC8070,Physics,Laws of Motion,Dr. Arun,2026-02-08,63
STU0808,LEC8071,Physics,Laws of Motion,Dr. Ravi,2026-02-28,61
STU0808,LEC8072,Biology,Plant Physiology,Dr. Priya,2026-05-27,70
STU0808,LEC8073,Mathematics,Probability,Dr. Ravi,2026-06-07,53
STU0808,LEC8074,Physics,Work and Energy,Dr. Ravi,2026-06-24,53
STU0808,LEC8075,Mathematics,Algebra,Dr. Kumar,2026-05-05,99
STU0808,LEC8076,Mathematics,Probability,Dr. Kumar,2026-05-23,70
STU0808,LEC8077,Biology,Cell,Dr. Kumar,2026-03-05,51
STU0808,LEC8078,Physics,Motion,Dr. Kumar,2026-05-06,78
STU0808,LEC8079,Chemistry,Acids and Bases,Dr. Arun,2026-03-04,75
STU0808,LEC8080,Biology,Genetics,Dr. Arun,2026-03-17,96
STU0809,LEC8081,Biology,Human Body,Dr. Priya,2026-04-13,75
STU0809,LEC8082,Chemistry,Atoms,Dr. Ravi,2026-04-05,88
STU0809,LEC8083,Mathematics,Algebra,Dr. Priya,2026-07-12,56
STU0809,LEC8084,Mathematics,Probability,Dr. Meena,2026-07-15,54
STU0809,LEC8085,Chemistry,Chemical Bonding,Dr. Kumar,2026-02-03,62
STU0809,LEC8086,Physics,Work and Energy,Dr. Arun,2026-05-22,58
STU0809,LEC8087,Mathematics,Trigonometry,Dr. Arun,2026-02-22,90
STU0809,LEC8088,Physics,Motion,Dr. Kumar,2026-04-29,87
STU0809,LEC8089,Physics,Laws of Motion,Dr. Arun,2026-04-01,88
STU0809,LEC8090,Mathematics,Algebra,Dr. Ravi,2026-05-15,68
STU0810,LEC8091,Chemistry,Acids and Bases,Dr. Kumar,2026-05-30,61
STU0810,LEC8092,Mathematics,Probability,Dr. Ravi,2026-05-20,89
STU0810,LEC8093,Physics,Laws of Motion,Dr. Priya,2026-05-08,65
STU0810,LEC8094,Biology,Plant Physiology,Dr. Meena,2026-05-05,74
STU0810,LEC8095,Biology,Cell,Dr. Meena,2026-06-11,60
STU0810,LEC8096,Mathematics,Algebra,Dr. Priya,2026-07-13,99
STU0810,LEC8097,Mathematics,Algebra,Dr. Priya,2026-07-24,86
STU0810,LEC8098,Biology,Genetics,Dr. Ravi,2026-07-09,79
STU0810,LEC8099,Mathematics,Calculus,Dr. Priya,2026-02-14,51
STU0810,LEC8100,Physics,Laws of Motion,Dr. Meena,2026-04-02,65
STU0811,LEC8101,Chemistry,Chemical Bonding,Dr. Ravi,2026-04-18,93
STU0811,LEC8102,Biology,Cell,Dr. Priya,2026-03-12,74
STU0811,LEC8103,Biology,Genetics,Dr. Ravi,2026-04-17,60
STU0811,LEC8104,Physics,Electricity,Dr. Kumar,2026-07-10,72
STU0811,LEC8105,Mathematics,Algebra,Dr. Ravi,2026-06-23,70
STU0811,LEC8106,Physics,Laws of Motion,Dr. Priya,2026-03-14,56
STU0811,LEC8107,Physics,Electricity,Dr. Ravi,2026-02-23,76
STU0811,LEC8108,Physics,Work and Energy,Dr. Meena,2026-02-22,78
STU0811,LEC8109,Biology,Plant Physiology,Dr. Meena,2026-01-29,54
STU0811,LEC8110,Chemistry,Chemical Bonding,Dr. Kumar,2026-02-24,64
STU0812,LEC8111,Physics,Laws of Motion,Dr. Ravi,2026-04-10,78
STU0812,LEC8112,Mathematics,Probability,Dr. Arun,2026-03-26,52
STU0812,LEC8113,Mathematics,Trigonometry,Dr. Priya,2026-05-25,93
STU0812,LEC8114,Physics,Laws of Motion,Dr. Meena,2026-07-21,50
STU0812,LEC8115,Biology,Plant Physiology,Dr. Meena,2026-02-21,83
STU0812,LEC8116,Biology,Cell,Dr. Ravi,2026-05-29,91
STU0812,LEC8117,Chemistry,Acids and Bases,Dr. Ravi,2026-02-08,80
STU0812,LEC8118,Chemistry,Organic Chemistry,Dr. Arun,2026-04-19,71
STU0812,LEC8119,Biology,Cell,Dr. Priya,2026-07-14,75
STU0812,LEC8120,Mathematics,Probability,Dr. Meena,2026-05-31,66
STU0813,LEC8121,Mathematics,Algebra,Dr. Arun,2026-04-12,70
STU0813,LEC8122,Chemistry,Organic Chemistry,Dr. Arun,2026-06-24,98
STU0813,LEC8123,Chemistry,Acids and Bases,Dr. Meena,2026-04-26,96
STU0813,LEC8124,Mathematics,Calculus,Dr. Ravi,2026-07-03,84
STU0813,LEC8125,Chemistry,Acids and Bases,Dr. Priya,2026-06-12,96
STU0813,LEC8126,Biology,Cell,Dr. Kumar,2026-06-29,83
STU0813,LEC8127,Mathematics,Algebra,Dr. Kumar,2026-06-22,57
STU0813,LEC8128,Mathematics,Probability,Dr. Meena,2026-06-19,65
STU0813,LEC8129,Chemistry,Acids and Bases,Dr. Kumar,2026-04-18,70
STU0813,LEC8130,Biology,Plant Physiology,Dr. Arun,2026-03-21,97
STU0814,LEC8131,Biology,Plant Physiology,Dr. Kumar,2026-03-18,91
STU0814,LEC8132,Mathematics,Algebra,Dr. Meena,2026-06-08,98
STU0814,LEC8133,Physics,Laws of Motion,Dr. Ravi,2026-03-06,97
STU0814,LEC8134,Chemistry,Atoms,Dr. Ravi,2026-01-28,64
STU0814,LEC8135,Mathematics,Probability,Dr. Arun,2026-03-02,94
STU0814,LEC8136,Physics,Laws of Motion,Dr. Meena,2026-03-01,70
STU0814,LEC8137,Biology,Cell,Dr. Priya,2026-06-29,90
STU0814,LEC8138,Mathematics,Calculus,Dr. Meena,2026-04-06,62
STU0814,LEC8139,Chemistry,Chemical Bonding,Dr. Ravi,2026-01-31,86
STU0814,LEC8140,Chemistry,Chemical Bonding,Dr. Arun,2026-07-08,89
STU0815,LEC8141,Mathematics,Trigonometry,Dr. Arun,2026-07-24,99
STU0815,LEC8142,Mathematics,Probability,Dr. Kumar,2026-02-01,71
STU0815,LEC8143,Physics,Work and Energy,Dr. Arun,2026-05-17,96
STU0815,LEC8144,Biology,Genetics,Dr. Meena,2026-03-08,62
STU0815,LEC8145,Physics,Laws of Motion,Dr. Priya,2026-05-12,67
STU0815,LEC8146,Chemistry,Organic Chemistry,Dr. Kumar,2026-03-09,74
STU0815,LEC8147,Physics,Electricity,Dr. Priya,2026-05-18,95
STU0815,LEC8148,Biology,Plant Physiology,Dr. Arun,2026-04-11,80
STU0815,LEC8149,Biology,Genetics,Dr. Priya,2026-03-11,90
STU0815,LEC8150,Biology,Cell,Dr. Priya,2026-02-06,93
STU0816,LEC8151,Mathematics,Calculus,Dr. Meena,2026-02-11,85
STU0816,LEC8152,Biology,Genetics,Dr. Meena,2026-06-27,83
STU0816,LEC8153,Physics,Laws of Motion,Dr. Kumar,2026-03-30,100
STU0816,LEC8154,Chemistry,Chemical Bonding,Dr. Ravi,2026-04-20,67
STU0816,LEC8155,Physics,Laws of Motion,Dr. Priya,2026-06-07,58
STU0816,LEC8156,Physics,Electricity,Dr. Priya,2026-07-17,72
STU0816,LEC8157,Chemistry,Acids and Bases,Dr. Kumar,2026-03-05,82
STU0816,LEC8158,Mathematics,Calculus,Dr. Arun,2026-02-20,73
STU0816,LEC8159,Mathematics,Algebra,Dr. Ravi,2026-03-15,89
STU0816,LEC8160,Chemistry,Acids and Bases,Dr. Ravi,2026-06-14,83
STU0817,LEC8161,Chemistry,Atoms,Dr. Arun,2026-05-02,99
STU0817,LEC8162,Physics,Motion,Dr. Priya,2026-06-30,72
STU0817,LEC8163,Biology,Genetics,Dr. Kumar,2026-05-05,62
STU0817,LEC8164,Chemistry,Chemical Bonding,Dr. Meena,2026-01-28,80
STU0817,LEC8165,Chemistry,Acids and Bases,Dr. Arun,2026-05-13,89
STU0817,LEC8166,Physics,Work and Energy,Dr. Meena,2026-02-21,87
STU0817,LEC8167,Biology,Human Body,Dr. Meena,2026-01-29,56
STU0817,LEC8168,Biology,Plant Physiology,Dr. Priya,2026-02-14,55
STU0817,LEC8169,Chemistry,Chemical Bonding,Dr. Arun,2026-03-05,53
STU0817,LEC8170,Biology,Genetics,Dr. Ravi,2026-03-15,76
STU0818,LEC8171,Mathematics,Probability,Dr. Arun,2026-02-13,90
STU0818,LEC8172,Chemistry,Acids and Bases,Dr. Meena,2026-07-17,74
STU0818,LEC8173,Physics,Laws of Motion,Dr. Priya,2026-05-18,51
STU0818,LEC8174,Chemistry,Acids and Bases,Dr. Ravi,2026-06-16,78
STU0818,LEC8175,Chemistry,Acids and Bases,Dr. Meena,2026-01-27,79
STU0818,LEC8176,Chemistry,Organic Chemistry,Dr. Priya,2026-03-09,54
STU0818,LEC8177,Biology,Genetics,Dr. Priya,2026-04-03,51
STU0818,LEC8178,Mathematics,Probability,Dr. Kumar,2026-03-25,56
STU0818,LEC8179,Biology,Genetics,Dr. Meena,2026-02-04,59
STU0818,LEC8180,Physics,Laws of Motion,Dr. Priya,2026-03-02,94
STU0819,LEC8181,Biology,Human Body,Dr. Ravi,2026-04-24,53
STU0819,LEC8182,Mathematics,Probability,Dr. Arun,2026-05-10,86
STU0819,LEC8183,Physics,Motion,Dr. Meena,2026-02-11,65
STU0819,LEC8184,Mathematics,Trigonometry,Dr. Kumar,2026-01-27,64
STU0819,LEC8185,Physics,Motion,Dr. Kumar,2026-03-29,74
STU0819,LEC8186,Biology,Genetics,Dr. Meena,2026-05-11,77
STU0819,LEC8187,Chemistry,Chemical Bonding,Dr. Ravi,2026-02-27,67
STU0819,LEC8188,Mathematics,Calculus,Dr. Arun,2026-07-02,54
STU0819,LEC8189,Mathematics,Algebra,Dr. Ravi,2026-02-12,90
STU0819,LEC8190,Mathematics,Probability,Dr. Ravi,2026-03-22,74
STU0820,LEC8191,Chemistry,Chemical Bonding,Dr. Ravi,2026-03-15,72
STU0820,LEC8192,Physics,Motion,Dr. Kumar,2026-07-13,82
STU0820,LEC8193,Mathematics,Probability,Dr. Kumar,2026-07-12,52
STU0820,LEC8194,Biology,Plant Physiology,Dr. Kumar,2026-03-02,97
STU0820,LEC8195,Physics,Laws of Motion,Dr. Meena,2026-05-01,50
STU0820,LEC8196,Mathematics,Probability,Dr. Ravi,2026-06-30,51
STU0820,LEC8197,Physics,Electricity,Dr. Arun,2026-03-24,89
STU0820,LEC8198,Mathematics,Trigonometry,Dr. Ravi,2026-03-13,90
STU0820,LEC8199,Physics,Electricity,Dr. Priya,2026-05-22,69
STU0820,LEC8200,Mathematics,Algebra,Dr. Kumar,2026-03-12,76
STU0821,LEC8201,Biology,Plant Physiology,Dr. Ravi,2026-05-24,84
STU0821,LEC8202,Mathematics,Calculus,Dr. Meena,2026-04-14,64
STU0821,LEC8203,Chemistry,Atoms,Dr. Meena,2026-06-08,72
STU0821,LEC8204,Physics,Laws of Motion,Dr. Arun,2026-05-03,59
STU0821,LEC8205,Chemistry,Chemical Bonding,Dr. Arun,2026-02-01,67
STU0821,LEC8206,Mathematics,Algebra,Dr. Meena,2026-07-22,54
STU0821,LEC8207,Physics,Motion,Dr. Meena,2026-03-25,98
STU0821,LEC8208,Chemistry,Acids and Bases,Dr. Kumar,2026-02-10,60
STU0821,LEC8209,Chemistry,Atoms,Dr. Arun,2026-05-21,90
STU0821,LEC8210,Physics,Electricity,Dr. Meena,2026-07-12,78
STU0822,LEC8211,Physics,Work and Energy,Dr. Ravi,2026-06-12,71
STU0822,LEC8212,Chemistry,Chemical Bonding,Dr. Priya,2026-05-10,99
STU0822,LEC8213,Physics,Electricity,Dr. Kumar,2026-03-04,66
STU0822,LEC8214,Biology,Human Body,Dr. Arun,2026-07-02,66
STU0822,LEC8215,Physics,Laws of Motion,Dr. Ravi,2026-02-09,85
STU0822,LEC8216,Chemistry,Acids and Bases,Dr. Ravi,2026-06-18,61
STU0822,LEC8217,Chemistry,Atoms,Dr. Priya,2026-05-26,82
STU0822,LEC8218,Physics,Work and Energy,Dr. Priya,2026-04-15,53
STU0822,LEC8219,Mathematics,Trigonometry,Dr. Kumar,2026-04-17,78
STU0822,LEC8220,Biology,Cell,Dr. Kumar,2026-04-27,60
STU0823,LEC8221,Biology,Plant Physiology,Dr. Priya,2026-04-29,71
STU0823,LEC8222,Physics,Work and Energy,Dr. Kumar,2026-04-12,80
STU0823,LEC8223,Chemistry,Chemical Bonding,Dr. Arun,2026-05-19,97
STU0823,LEC8224,Physics,Laws of Motion,Dr. Ravi,2026-05-24,68
STU0823,LEC8225,Chemistry,Atoms,Dr. Priya,2026-02-27,94
STU0823,LEC8226,Chemistry,Acids and Bases,Dr. Kumar,2026-02-25,97
STU0823,LEC8227,Chemistry,Organic Chemistry,Dr. Arun,2026-05-18,88
STU0823,LEC8228,Biology,Genetics,Dr. Priya,2026-05-02,85
STU0823,LEC8229,Chemistry,Acids and Bases,Dr. Arun,2026-03-31,53
STU0823,LEC8230,Chemistry,Organic Chemistry,Dr. Meena,2026-03-31,72
STU0824,LEC8231,Mathematics,Trigonometry,Dr. Ravi,2026-04-05,87
STU0824,LEC8232,Mathematics,Trigonometry,Dr. Ravi,2026-02-15,98
STU0824,LEC8233,Mathematics,Algebra,Dr. Priya,2026-04-21,64
STU0824,LEC8234,Physics,Electricity,Dr. Arun,2026-02-22,56
STU0824,LEC8235,Mathematics,Probability,Dr. Priya,2026-03-22,58
STU0824,LEC8236,Physics,Work and Energy,Dr. Kumar,2026-01-23,71
STU0824,LEC8237,Physics,Work and Energy,Dr. Ravi,2026-07-03,81
STU0824,LEC8238,Physics,Work and Energy,Dr. Ravi,2026-03-15,51
STU0824,LEC8239,Mathematics,Algebra,Dr. Ravi,2026-03-09,58
STU0824,LEC8240,Chemistry,Organic Chemistry,Dr. Meena,2026-03-06,60
STU0825,LEC8241,Physics,Motion,Dr. Ravi,2026-05-19,53
STU0825,LEC8242,Biology,Human Body,Dr. Arun,2026-04-07,66
STU0825,LEC8243,Biology,Genetics,Dr. Ravi,2026-02-13,56
STU0825,LEC8244,Physics,Electricity,Dr. Kumar,2026-04-05,81
STU0825,LEC8245,Mathematics,Algebra,Dr. Kumar,2026-05-02,62
STU0825,LEC8246,Mathematics,Calculus,Dr. Meena,2026-02-02,83
STU0825,LEC8247,Mathematics,Probability,Dr. Arun,2026-07-02,93
STU0825,LEC8248,Biology,Genetics,Dr. Meena,2026-07-09,68
STU0825,LEC8249,Mathematics,Probability,Dr. Meena,2026-06-10,74
STU0825,LEC8250,Physics,Electricity,Dr. Priya,2026-06-01,64
STU0826,LEC8251,Biology,Plant Physiology,Dr. Kumar,2026-04-28,99
STU0826,LEC8252,Mathematics,Probability,Dr. Arun,2026-05-25,56
STU0826,LEC8253,Chemistry,Atoms,Dr. Ravi,2026-04-27,56
STU0826,LEC8254,Physics,Laws of Motion,Dr. Meena,2026-07-07,83
STU0826,LEC8255,Chemistry,Chemical Bonding,Dr. Arun,2026-01-26,58
STU0826,LEC8256,Mathematics,Algebra,Dr. Arun,2026-07-12,63
STU0826,LEC8257,Chemistry,Acids and Bases,Dr. Kumar,2026-05-31,75
STU0826,LEC8258,Physics,Laws of Motion,Dr. Meena,2026-03-23,88
STU0826,LEC8259,Mathematics,Probability,Dr. Meena,2026-02-11,73
STU0826,LEC8260,Chemistry,Organic Chemistry,Dr. Meena,2026-05-31,85
STU0827,LEC8261,Mathematics,Algebra,Dr. Priya,2026-01-29,92
STU0827,LEC8262,Physics,Electricity,Dr. Priya,2026-06-15,75
STU0827,LEC8263,Biology,Cell,Dr. Meena,2026-02-06,70
STU0827,LEC8264,Chemistry,Acids and Bases,Dr. Ravi,2026-05-22,54
STU0827,LEC8265,Chemistry,Acids and Bases,Dr. Priya,2026-02-23,81
STU0827,LEC8266,Biology,Human Body,Dr. Priya,2026-06-25,89
STU0827,LEC8267,Chemistry,Chemical Bonding,Dr. Kumar,2026-03-07,63
STU0827,LEC8268,Mathematics,Trigonometry,Dr. Ravi,2026-07-11,73
STU0827,LEC8269,Chemistry,Organic Chemistry,Dr. Kumar,2026-05-14,83
STU0827,LEC8270,Mathematics,Trigonometry,Dr. Priya,2026-05-21,88
STU0828,LEC8271,Biology,Genetics,Dr. Arun,2026-05-08,95
STU0828,LEC8272,Physics,Motion,Dr. Kumar,2026-02-04,66
STU0828,LEC8273,Biology,Human Body,Dr. Meena,2026-02-20,71
STU0828,LEC8274,Mathematics,Probability,Dr. Priya,2026-06-04,93
STU0828,LEC8275,Biology,Plant Physiology,Dr. Kumar,2026-04-21,67
STU0828,LEC8276,Physics,Electricity,Dr. Meena,2026-07-04,84
STU0828,LEC8277,Physics,Work and Energy,Dr. Arun,2026-06-21,100
STU0828,LEC8278,Biology,Human Body,Dr. Ravi,2026-05-16,80
STU0828,LEC8279,Biology,Genetics,Dr. Ravi,2026-02-07,74
STU0828,LEC8280,Physics,Motion,Dr. Priya,2026-06-28,99
STU0829,LEC8281,Mathematics,Algebra,Dr. Arun,2026-02-13,80
STU0829,LEC8282,Chemistry,Organic Chemistry,Dr. Ravi,2026-06-08,96
STU0829,LEC8283,Physics,Motion,Dr. Ravi,2026-06-13,97
STU0829,LEC8284,Physics,Work and Energy,Dr. Kumar,2026-04-28,95
STU0829,LEC8285,Biology,Human Body,Dr. Meena,2026-03-05,89
STU0829,LEC8286,Mathematics,Trigonometry,Dr. Kumar,2026-04-29,80
STU0829,LEC8287,Chemistry,Atoms,Dr. Ravi,2026-03-05,92
STU0829,LEC8288,Biology,Plant Physiology,Dr. Kumar,2026-05-19,93
STU0829,LEC8289,Biology,Cell,Dr. Meena,2026-04-13,70
STU0829,LEC8290,Biology,Genetics,Dr. Priya,2026-05-17,76
STU0830,LEC8291,Chemistry,Acids and Bases,Dr. Kumar,2026-03-15,57
STU0830,LEC8292,Physics,Work and Energy,Dr. Ravi,2026-07-08,71
STU0830,LEC8293,Biology,Plant Physiology,Dr. Meena,2026-07-10,57
STU0830,LEC8294,Chemistry,Organic Chemistry,Dr. Arun,2026-06-17,80
STU0830,LEC8295,Chemistry,Atoms,Dr. Ravi,2026-04-19,59
STU0830,LEC8296,Physics,Laws of Motion,Dr. Meena,2026-03-04,98
STU0830,LEC8297,Mathematics,Trigonometry,Dr. Arun,2026-04-24,86
STU0830,LEC8298,Physics,Electricity,Dr. Kumar,2026-03-23,90
STU0830,LEC8299,Mathematics,Algebra,Dr. Arun,2026-06-11,93
STU0830,LEC8300,Mathematics,Calculus,Dr. Priya,2026-02-14,79
STU0831,LEC8301,Chemistry,Atoms,Dr. Arun,2026-07-11,63
STU0831,LEC8302,Biology,Plant Physiology,Dr. Priya,2026-03-21,57
STU0831,LEC8303,Mathematics,Calculus,Dr. Ravi,2026-07-17,75
STU0831,LEC8304,Biology,Cell,Dr. Meena,2026-05-23,57
STU0831,LEC8305,Biology,Human Body,Dr. Arun,2026-07-02,85
STU0831,LEC8306,Physics,Work and Energy,Dr. Arun,2026-03-25,50
STU0831,LEC8307,Physics,Motion,Dr. Arun,2026-06-30,52
STU0831,LEC8308,Biology,Human Body,Dr. Meena,2026-06-28,52
STU0831,LEC8309,Chemistry,Chemical Bonding,Dr. Kumar,2026-06-08,53
STU0831,LEC8310,Biology,Human Body,Dr. Kumar,2026-06-28,78
STU0832,LEC8311,Biology,Genetics,Dr. Ravi,2026-02-20,76
STU0832,LEC8312,Chemistry,Chemical Bonding,Dr. Ravi,2026-03-18,82
STU0832,LEC8313,Mathematics,Calculus,Dr. Priya,2026-02-03,79
STU0832,LEC8314,Chemistry,Acids and Bases,Dr. Arun,2026-05-20,87
STU0832,LEC8315,Biology,Genetics,Dr. Arun,2026-05-30,57
STU0832,LEC8316,Biology,Genetics,Dr. Meena,2026-02-17,76
STU0832,LEC8317,Mathematics,Calculus,Dr. Meena,2026-06-17,96
STU0832,LEC8318,Mathematics,Probability,Dr. Ravi,2026-07-12,94
STU0832,LEC8319,Chemistry,Organic Chemistry,Dr. Kumar,2026-03-27,53
STU0832,LEC8320,Mathematics,Trigonometry,Dr. Ravi,2026-02-14,97
STU0833,LEC8321,Chemistry,Acids and Bases,Dr. Ravi,2026-04-21,53
STU0833,LEC8322,Biology,Plant Physiology,Dr. Meena,2026-05-03,57
STU0833,LEC8323,Mathematics,Trigonometry,Dr. Meena,2026-04-04,50
STU0833,LEC8324,Physics,Electricity,Dr. Arun,2026-04-22,64
STU0833,LEC8325,Physics,Work and Energy,Dr. Kumar,2026-02-23,60
STU0833,LEC8326,Mathematics,Probability,Dr. Kumar,2026-06-01,52
STU0833,LEC8327,Mathematics,Algebra,Dr. Priya,2026-03-04,56
STU0833,LEC8328,Biology,Plant Physiology,Dr. Meena,2026-06-27,79
STU0833,LEC8329,Mathematics,Trigonometry,Dr. Meena,2026-04-19,99
STU0833,LEC8330,Physics,Electricity,Dr. Kumar,2026-02-03,59
STU0834,LEC8331,Biology,Plant Physiology,Dr. Kumar,2026-02-19,78
STU0834,LEC8332,Biology,Genetics,Dr. Arun,2026-02-17,50
STU0834,LEC8333,Biology,Human Body,Dr. Priya,2026-04-22,94
STU0834,LEC8334,Biology,Genetics,Dr. Ravi,2026-04-23,96
STU0834,LEC8335,Physics,Work and Energy,Dr. Priya,2026-06-03,82
STU0834,LEC8336,Physics,Electricity,Dr. Meena,2026-07-21,79
STU0834,LEC8337,Biology,Genetics,Dr. Priya,2026-05-23,78
STU0834,LEC8338,Physics,Laws of Motion,Dr. Arun,2026-02-05,69
STU0834,LEC8339,Chemistry,Atoms,Dr. Meena,2026-01-28,90
STU0834,LEC8340,Chemistry,Atoms,Dr. Arun,2026-04-18,82
STU0835,LEC8341,Mathematics,Probability,Dr. Arun,2026-07-15,80
STU0835,LEC8342,Chemistry,Acids and Bases,Dr. Meena,2026-02-03,53
STU0835,LEC8343,Mathematics,Probability,Dr. Meena,2026-04-23,82
STU0835,LEC8344,Chemistry,Atoms,Dr. Priya,2026-06-26,77
STU0835,LEC8345,Physics,Electricity,Dr. Kumar,2026-06-24,70
STU0835,LEC8346,Mathematics,Algebra,Dr. Priya,2026-02-12,75
STU0835,LEC8347,Physics,Laws of Motion,Dr. Arun,2026-02-20,51
STU0835,LEC8348,Biology,Genetics,Dr. Kumar,2026-05-19,58
STU0835,LEC8349,Chemistry,Atoms,Dr. Meena,2026-06-01,74
STU0835,LEC8350,Biology,Plant Physiology,Dr. Meena,2026-02-01,70
STU0836,LEC8351,Mathematics,Algebra,Dr. Arun,2026-04-16,64
STU0836,LEC8352,Chemistry,Acids and Bases,Dr. Priya,2026-07-13,90
STU0836,LEC8353,Physics,Electricity,Dr. Ravi,2026-07-08,67
STU0836,LEC8354,Chemistry,Acids and Bases,Dr. Priya,2026-06-05,94
STU0836,LEC8355,Chemistry,Organic Chemistry,Dr. Kumar,2026-03-07,79
STU0836,LEC8356,Physics,Work and Energy,Dr. Ravi,2026-04-01,54
STU0836,LEC8357,Chemistry,Atoms,Dr. Arun,2026-05-25,78
STU0836,LEC8358,Chemistry,Chemical Bonding,Dr. Kumar,2026-02-06,64
STU0836,LEC8359,Biology,Plant Physiology,Dr. Ravi,2026-03-21,98
STU0836,LEC8360,Biology,Human Body,Dr. Arun,2026-02-17,71
STU0837,LEC8361,Mathematics,Trigonometry,Dr. Meena,2026-04-21,57
STU0837,LEC8362,Mathematics,Algebra,Dr. Kumar,2026-04-03,78
STU0837,LEC8363,Physics,Work and Energy,Dr. Arun,2026-06-04,81
STU0837,LEC8364,Physics,Work and Energy,Dr. Priya,2026-03-12,89
STU0837,LEC8365,Mathematics,Algebra,Dr. Ravi,2026-03-17,75
STU0837,LEC8366,Biology,Human Body,Dr. Arun,2026-03-01,55
STU0837,LEC8367,Chemistry,Chemical Bonding,Dr. Arun,2026-01-31,93
STU0837,LEC8368,Biology,Genetics,Dr. Arun,2026-04-03,85
STU0837,LEC8369,Biology,Genetics,Dr. Meena,2026-07-24,65
STU0837,LEC8370,Mathematics,Probability,Dr. Kumar,2026-02-26,52
STU0838,LEC8371,Biology,Genetics,Dr. Arun,2026-04-08,92
STU0838,LEC8372,Mathematics,Algebra,Dr. Arun,2026-03-10,55
STU0838,LEC8373,Biology,Plant Physiology,Dr. Arun,2026-03-10,54
STU0838,LEC8374,Chemistry,Organic Chemistry,Dr. Ravi,2026-03-25,66
STU0838,LEC8375,Mathematics,Trigonometry,Dr. Kumar,2026-06-17,61
STU0838,LEC8376,Biology,Genetics,Dr. Arun,2026-02-01,98
STU0838,LEC8377,Mathematics,Calculus,Dr. Ravi,2026-02-01,91
STU0838,LEC8378,Physics,Motion,Dr. Ravi,2026-06-24,81
STU0838,LEC8379,Biology,Genetics,Dr. Kumar,2026-05-20,62
STU0838,LEC8380,Mathematics,Probability,Dr. Kumar,2026-02-20,75
STU0839,LEC8381,Mathematics,Probability,Dr. Kumar,2026-02-13,70
STU0839,LEC8382,Chemistry,Organic Chemistry,Dr. Arun,2026-05-24,65
STU0839,LEC8383,Chemistry,Chemical Bonding,Dr. Priya,2026-06-04,93
STU0839,LEC8384,Mathematics,Probability,Dr. Kumar,2026-04-12,97
STU0839,LEC8385,Physics,Motion,Dr. Kumar,2026-01-24,67
STU0839,LEC8386,Physics,Laws of Motion,Dr. Ravi,2026-03-21,96
STU0839,LEC8387,Biology,Cell,Dr. Ravi,2026-05-22,85
STU0839,LEC8388,Mathematics,Algebra,Dr. Ravi,2026-04-05,88
STU0839,LEC8389,Mathematics,Trigonometry,Dr. Meena,2026-07-20,99
STU0839,LEC8390,Mathematics,Algebra,Dr. Priya,2026-05-17,75
STU0840,LEC8391,Physics,Electricity,Dr. Ravi,2026-06-16,65
STU0840,LEC8392,Physics,Motion,Dr. Ravi,2026-07-19,51
STU0840,LEC8393,Mathematics,Algebra,Dr. Arun,2026-04-01,91
STU0840,LEC8394,Physics,Motion,Dr. Arun,2026-06-21,51
STU0840,LEC8395,Chemistry,Chemical Bonding,Dr. Arun,2026-07-15,95
STU0840,LEC8396,Physics,Work and Energy,Dr. Kumar,2026-03-08,85
STU0840,LEC8397,Physics,Motion,Dr. Arun,2026-03-17,74
STU0840,LEC8398,Chemistry,Acids and Bases,Dr. Ravi,2026-02-14,96
STU0840,LEC8399,Biology,Cell,Dr. Priya,2026-04-27,56
STU0840,LEC8400,Chemistry,Atoms,Dr. Kumar,2026-02-19,76
STU0841,LEC8401,Biology,Human Body,Dr. Meena,2026-02-24,51
STU0841,LEC8402,Chemistry,Atoms,Dr. Priya,2026-01-23,68
